fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint
1,0.8859060402684564,0.9185897435897437,0.882038907038907,0.8909506485031405,0.00812107788851979,0.0,-0.0006184291898577582,0.00812107788851979,0.4,0.2,dp
2,0.8993288590604027,0.9177718832891246,0.9031616910438789,0.9010207336523125,0.07768565248738282,0.0,0.0212823275862069,0.07768565248738282,-0.12121212121212122,-0.07166189255741495,dp
3,0.9261744966442953,0.938018018018018,0.9223139745916515,0.9237666570224505,0.06419529837251356,0.0,-0.008879781420765023,0.06419529837251356,0.15999999999999992,0.07999999999999996,dp
4,0.8657718120805369,0.8789473684210527,0.8589120598072005,0.8612945726550214,-0.004153123871433739,0.0,-0.010742705570291777,-0.004153123871433739,-0.5921052631578947,-0.31300178412132024,dp
5,0.912751677852349,0.9300890440001304,0.9099784946236558,0.9174691357513423,0.0007532956685498693,0.03344481605351168,-0.007774671791543963,0.0007532956685498693,0.42000000000000004,0.21000000000000002,dp
6,0.8590604026845637,0.8794372294372295,0.8589029014904312,0.8636226586093494,0.08951175406871612,-0.02020202020202022,0.01309987903486097,0.08951175406871612,0.4473684210526315,0.22368421052631576,dp
7,0.87248322147651,0.8990027605244997,0.8702296918767507,0.8785366993922393,0.006102212051868838,-0.11538461538461542,-0.10314685314685315,0.006102212051868838,0.2941176470588235,0.1530112044817927,dp
8,0.87248322147651,0.8887499999999999,0.8893891309839586,0.8732808556722063,-0.02922077922077923,0.0,-0.019061583577712607,-0.02922077922077923,0.18181818181818177,0.06659678193437568,dp
9,0.8993288590604027,0.899423558897243,0.8926369578134284,0.8882293884895835,-0.008667388949079063,0.0,-0.040706605222734255,-0.008667388949079063,0.4285714285714286,0.19841269841269843,dp
10,0.8791946308724832,0.9041176470588235,0.8781931673052362,0.8817296286794122,0.1306306306306306,-0.05555555555555558,-0.0037561853351327223,0.1306306306306306,0.30000000000000004,0.15000000000000002,dp
