fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint
1,0.525,0.4637383689107827,0.46466627210161693,0.44863043936073976,0.447912360479537,0.48282828282828283,0.3475241653323845,0.447912360479537,-0.55,-0.375,eo
2,0.455,0.41767151767151767,0.428714596949891,0.41045584216325437,0.39661256175017645,0.31818181818181823,0.2881507381507382,0.39661256175017645,0.31818181818181823,0.2881507381507382,eo
3,0.5,0.45680392404530334,0.4969996012759171,0.45881942347058624,0.38882088943288456,0.43333333333333335,0.3123539982030548,0.38882088943288456,0.43333333333333335,0.3123539982030548,eo
4,0.555,0.5615986394557824,0.5211630132413487,0.5204395235356283,0.44119707736963265,0.5980066445182725,0.40178110003691403,0.44119707736963265,0.5980066445182725,0.40178110003691403,eo
5,0.4623115577889447,0.4413675213675214,0.43813131313131315,0.42775395107875924,0.38996960486322185,0.6282051282051282,0.4201631701631702,0.38996960486322185,-0.7837837837837838,-0.4517580521378676,eo
6,0.5125628140703518,0.4550120398066106,0.4717319104200232,0.45903564360400495,0.4368421052631579,0.7804878048780488,0.5167159966530541,0.4368421052631579,0.7804878048780488,0.5167159966530541,eo
7,0.4321608040201005,0.41111293179912173,0.43591820460241515,0.41523976337641966,0.4692929292929293,0.6349206349206349,0.4742979242979243,0.4692929292929293,0.6349206349206349,0.4742979242979243,eo
8,0.49748743718592964,0.43734726295210163,0.4759509144874999,0.447321525262007,0.35868686868686867,0.10454545454545461,0.1736611702903838,0.35868686868686867,0.4444444444444445,0.25158084914182477,eo
9,0.4623115577889447,0.4380522275429019,0.4406659058248271,0.4324473440467921,0.34454545454545454,0.43589743589743596,0.29140232619614065,0.34454545454545454,-0.4444444444444445,0.29140232619614065,eo
10,0.4472361809045226,0.4087096451631336,0.4506920366455251,0.41782870949648354,0.4391919191919192,0.45878136200716846,0.3810815022596229,0.4391919191919192,0.45878136200716846,0.3810815022596229,eo
