fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.77,0.8776595744680851,0.603448275862069,0.6017316017316017,-0.030701754385964897,0.0,-0.029761904761904767,cp
2,0.69,0.5171821305841924,0.5023809523809524,0.43748865904554524,-0.03472714386959608,-0.06609195402298851,-0.013045977011494236,cp
3,0.69,0.8434343434343434,0.515625,0.43748865904554524,0.012658227848101222,0.0,0.022727272727272707,cp
4,0.78,0.778998778998779,0.6159309994926433,0.6273712737127372,-0.1160714285714286,-0.09548611111111116,-0.06560019841269843,cp
5,0.74,0.7684210526315789,0.5619232637202526,0.5393338058114813,-0.0625,-0.07692307692307687,-0.04170829170829171,cp
6,0.63,0.8131313131313131,0.5131578947368421,0.410734193342889,0.0117647058823529,0.0,0.017241379310344807,cp
7,0.76,0.5894736842105264,0.5239977413890458,0.5016611295681063,-0.010630758327427325,-0.0816993464052288,0.02581699346405225,cp
8,0.7,0.846938775510204,0.53125,0.4684620836286322,0.024390243902439046,0.0,0.0357142857142857,cp
9,0.76,0.6728110599078341,0.5599999999999999,0.5535714285714286,0.08536585365853655,0.0461538461538461,0.1407239819004525,cp
10,0.69,0.7570921985815603,0.5637362637362637,0.5244669427826354,-0.14035087719298245,-0.09999999999999998,-0.10952380952380952,cp
