fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.3338735818476499,0.3355770531727777,0.34526007512574014,0.3294701855421496,0.15566169292985638,0.061280824438719156,0.14043343044611273,eo
2,0.3225283630470016,0.3097426042394596,0.32811973905723907,0.3094220594220594,0.12063094754882064,0.05384615384615385,0.09655696062731241,eo
3,0.3209076175040519,0.3275744098528909,0.33775431367499353,0.31774625585538036,0.19462647444298817,0.11294236602628915,0.17875379170879674,eo
4,0.29821717990275526,0.29913069949939114,0.3104371049775489,0.2942946274562634,0.21602324913892076,0.10650733378006105,0.20705521328178308,eo
5,0.29497568881685576,0.2893514830074435,0.3043965335024308,0.28778410221709194,0.16330166270783847,0.06314576531592087,0.11249075705409572,eo
6,0.3419773095623987,0.3379750130140552,0.34907659224590476,0.33459241786731264,0.24808515561726252,0.15895988711953232,0.2399454365935711,eo
7,0.34521880064829824,0.34120072291878456,0.3518598524762908,0.3378702877300353,0.08722466960352426,0.03897786151672161,0.06455972958283315,eo
8,0.3116883116883117,0.30692540502047355,0.32676272323567934,0.3021545827633379,0.2206001720315472,0.10863447867298578,0.19057002640449738,eo
9,0.3327922077922078,0.3319271047697444,0.34383066872045465,0.32661480151605826,0.12212680431207745,0.06699604743083004,0.10706767545670853,eo
10,0.30194805194805197,0.3050687091687317,0.31475058873902806,0.2989922086720867,0.25582922824302134,0.17801120448179272,0.21959026853984837,eo
