fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.24,0.20521943573667714,0.21513323291340533,0.18815118149263346,-0.23191401405539477,-0.2282828282828283,-0.279938326513669,-0.23191401405539477,0.59375,0.5633351769911504
2,0.16,0.10484165324745036,0.15856831621537504,0.12320395899611172,-0.49611856033874385,-0.5636363636363636,-0.5304411637744971,-0.49611856033874385,0.8214285714285714,0.6609839728771767
3,0.25,0.35848893903372686,0.25129585326953746,0.19704769655595528,-0.28457772337821297,-0.5416666666666667,-0.44266621743036844,-0.28457772337821297,0.5833333333333333,0.6227106227106227
4,0.16,0.1348649149895787,0.15115500166907755,0.13230767601457258,-0.39415473926533884,-0.4784053156146179,-0.45031376891842007,-0.39415473926533884,0.736842105263158,0.5828797174534399
5,0.1306532663316583,0.1622091523499974,0.132020202020202,0.13372876678665163,-0.406484295845998,-0.47435897435897434,-0.43983100233100236,-0.406484295845998,-0.47435897435897434,0.4633428531624408
6,0.19597989949748743,0.16637355985802404,0.18089390554344772,0.161700235027215,-0.42834008097165993,-0.8292682926829268,-0.6540094663619447,-0.42834008097165993,-0.8292682926829268,0.6551961143695014
7,0.25125628140703515,0.25147894515054287,0.25241285030758714,0.22148318213226936,-0.3451515151515151,-0.2666666666666666,-0.3602564102564102,-0.3451515151515151,0.6129032258064516,0.515704063883618
8,0.16080402010050251,0.13977132095776162,0.162015392015392,0.13385061104087653,-0.4954545454545454,-0.6318181818181818,-0.5620968918721727,-0.4954545454545454,-0.6318181818181818,-0.5620968918721727
9,0.18090452261306533,0.17820627626566118,0.1862553608326894,0.1787624511717996,-0.4,-0.6666666666666666,-0.5292096219931272,-0.4,0.861111111111111,0.5815972222222222
10,0.21608040201005024,0.1832073749543629,0.2225602536997886,0.1753830992855383,-0.43636363636363634,-0.3906810035842294,-0.4484805984104722,-0.43636363636363634,0.6333333333333333,0.5475048558195129
