fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.31216931216931215,0.35300396006024876,0.31899721725303126,0.3020506428546595,-0.4540229885057471,-0.358974358974359,-0.4202279202279202,-0.4540229885057471,0.6832844574780058,-0.4202279202279202
2,0.4708994708994709,0.4489510489510489,0.4589149665081556,0.4268733850129199,-0.38258670520231214,-0.5297297297297296,-0.44868839427662954,-0.38258670520231214,-0.5297297297297296,-0.44868839427662954
3,0.25925925925925924,0.39400352733686067,0.3949937289390573,0.2500693971282207,-0.4764705882352941,-0.7272727272727273,-0.5716655607166556,-0.4764705882352941,-0.7272727272727273,-0.5716655607166556
4,0.5079365079365079,0.4113595753904062,0.4205040990755276,0.4092710267837316,-0.2710843373493976,-0.41935483870967744,-0.3281959378733572,-0.2710843373493976,-0.41935483870967744,0.4670449585333915
5,0.582010582010582,0.5261261261261261,0.5142426624737945,0.4856020503050509,-0.24055158324821244,-0.39999999999999997,-0.3328671328671329,-0.24055158324821244,-0.39999999999999997,-0.3328671328671329
6,0.39361702127659576,0.39837184873949577,0.39133089133089133,0.39019019019019013,-0.3181818181818182,-0.5333333333333333,-0.3888040712468193,-0.3181818181818182,0.6097560975609756,0.5325376232485729
7,0.4574468085106383,0.4103013407672906,0.4480413747080414,0.40190428083316904,-0.37349397590361444,-0.8,-0.5575342465753425,-0.37349397590361444,-0.8,-0.5575342465753425
8,0.5212765957446809,0.17375886524822695,0.3333333333333333,0.22843822843822845,0.0,0.0,0.0,0.0,0.0,0.0
9,0.34574468085106386,0.3628916281458654,0.34269497272593247,0.3319820668349471,-0.4941860465116279,-0.4473684210526316,-0.47741555380989786,-0.4941860465116279,0.7755102040816326,-0.47741555380989786
10,0.3723404255319149,0.40683505040434254,0.3903030303030303,0.37207342142977357,-0.34104046242774566,-0.6153846153846154,-0.43828932261768083,-0.34104046242774566,0.7127659574468085,0.5518822754885238
