fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.29,0.23412938912938913,0.24804525332542574,0.21448905908220603,-0.29557668458040515,-0.41414141414141414,-0.3980904939809049,-0.29557668458040515,0.5,0.4743362831858407
2,0.185,0.17141073657927589,0.18053532524120758,0.16037474801217066,-0.5310011089827603,-0.7863636363636364,-0.6540555123888457,-0.5310011089827603,-0.7863636363636364,-0.6540555123888457
3,0.165,0.1585218253968254,0.1671152312599681,0.13925910510726708,-0.47980416156670747,-0.8083333333333333,-0.6363095238095238,-0.47980416156670747,-0.8083333333333333,0.6365995115995116
4,0.225,0.17393262946204124,0.20795104039167683,0.17730767596958497,-0.36072465218696825,-0.5780730897009967,-0.4973698781838317,-0.36072465218696825,0.631578947368421,0.6101512862058294
5,0.10050251256281408,0.10551207095233553,0.10095959595959596,0.10088049205696263,-0.3745694022289767,0.02564102564102564,-0.18983100233100234,-0.3745694022289767,0.5709459459459459,0.5395876410865559
6,0.18090452261306533,0.1983874458874459,0.179870603426231,0.1735290967927896,-0.39767206477732797,-0.2804878048780488,-0.38217938630999215,-0.39767206477732797,0.5378787878787878,0.5382606304985337
7,0.25125628140703515,0.2630081300813008,0.25249145591250854,0.23271224178502345,-0.40616161616161617,-0.7142857142857143,-0.5614163614163614,-0.40616161616161617,-0.7142857142857143,-0.5614163614163614
8,0.1407035175879397,0.17395104895104896,0.14347493518225227,0.12975060337892197,-0.4852525252525253,-0.45454545454545453,-0.4734605282358091,-0.4852525252525253,-0.45454545454545453,-0.4734605282358091
9,0.15577889447236182,0.18237606837606837,0.14989514295867198,0.14429998892484894,-0.36,-1.0,-0.6701030927835052,-0.36,-1.0,-0.6701030927835052
10,0.22613065326633167,0.22801386116352346,0.23349964763918254,0.18419106704082092,-0.416969696969697,-0.5161290322580645,-0.4971949509116409,-0.416969696969697,-0.5161290322580645,-0.4971949509116409
