fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.544973544973545,0.181657848324515,0.3333333333333333,0.2351598173515982,0.0,0.0,0.0
2,0.4708994708994709,0.45927495291902076,0.44473297832708786,0.4307883574667252,-0.3699421965317919,-0.6486486486486487,-0.47138314785373614
3,0.4497354497354497,0.4450541410594089,0.43408208289889233,0.40488696488696485,-0.5176470588235295,-0.6666666666666666,-0.5742092457420924
4,0.48148148148148145,0.38538748832866476,0.3974795046223618,0.3834551781684398,-0.25301204819277107,-0.41935483870967744,-0.31708482676224614
5,0.5396825396825397,0.4473406632698668,0.4613862683438155,0.4349928876244666,-0.3089887640449438,-0.5142857142857142,-0.3865134865134865
6,0.425531914893617,0.42346793194250826,0.42002442002442003,0.41779866823345085,-0.3352272727272727,-0.5777777777777777,-0.4148430873621713
7,0.4521276595744681,0.43123864996275935,0.4519986653319987,0.4172455896593828,-0.3072289156626506,-0.7,-0.4767123287671233
8,0.4787234042553192,0.41228671137485734,0.4100454411013417,0.4108078301626688,-0.28488372093023256,-0.3157894736842105,-0.2959544383346426
9,0.3776595744680851,0.3862863434091905,0.37120251609415694,0.3601163146617692,-0.45930232558139533,-0.47368421052631576,-0.46445404556166536
10,0.35638297872340424,0.38373886408248675,0.3803030303030303,0.34365722767755197,-0.5838150289017341,-0.6666666666666666,-0.6131840796019901
