fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.47087616250611847,0.5149378636719351,0.4831516696907144,0.4787347700830171,0.2252684349000924,0.2642345196714756,0.24084533505386782
2,0.4312285854136074,0.48081175461811815,0.44710835237151025,0.43875922683469853,0.23437331898870356,0.2593987140126282,0.24717050625053685
3,0.3631913852178169,0.42126087432090475,0.3921437492729117,0.35950246855314694,0.18994064979743835,0.2094914081420828,0.2003337892469259
4,0.4512971120900636,0.4831290161219462,0.4642466908772007,0.45762271257163073,0.21431397386732376,0.26772259803112797,0.23861522398243115
5,0.4077337249143417,0.46691768130414113,0.43201725048859335,0.4111515451500167,0.2087355508813729,0.21674776966747766,0.21369778654632257
6,0.4586392559960842,0.49310063976289104,0.49094541031921174,0.46355199076729825,0.2262341404992702,0.273399234125924,0.2424079028011282
7,0.4787077826725404,0.5100719118190752,0.5001948801738886,0.4824263104456629,0.1812349762504567,0.23182705639342407,0.19668200067146507
8,0.3893241919686582,0.45371571757113927,0.4155684917394862,0.37734702907687057,0.17608972815862917,0.15345103505239793,0.1687457751278946
9,0.37267384916748286,0.43736705282734983,0.40769335386756705,0.36337136091782457,0.16528052653001363,0.2181645944345767,0.18604603115776647
10,0.48188050930460335,0.4990009174459383,0.488317506103503,0.48655659196417717,0.22630474869034886,0.1838381555153707,0.21213941545739007
