fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.9094468918257465,0.9221472517476416,0.9057364221760436,0.9085644937800342,0.1594485529403399,0.2694946014949706,0.1344662547453647,0.1594485529403399,0.2694946014949706,0.1344662547453647
2,0.8981889378365149,0.908934583934584,0.8972227316258126,0.8987243629235584,0.1679779277794166,0.23640155245322358,0.1250770975294203,0.1679779277794166,0.23640155245322358,0.1250770975294203
3,0.8883994126284875,0.8991987433402145,0.8893557994136359,0.8887424974381496,0.1772941835346828,0.29431438127090304,0.1434908029885408,0.1772941835346828,0.29431438127090304,0.1434908029885408
4,0.8707782672540382,0.8872091951499897,0.8664146798223702,0.8684825074495088,0.15699040413680615,0.34235274707144037,0.17314522866876125,0.15699040413680615,0.34235274707144037,0.17314522866876125
5,0.9192364170337739,0.9335168817439978,0.9157371118480554,0.9197822943180721,0.12913835787279193,0.24077453365774537,0.12418473518330307,0.12913835787279193,0.24077453365774537,0.12418473518330307
6,0.8683308859520313,0.8827814769136548,0.8700034817312368,0.8705575625742341,0.19260638496949734,0.29975955116216946,0.16930382762465868,0.19260638496949734,0.29975955116216946,0.16930382762465868
7,0.8487518355359766,0.8711546549068568,0.8493072344045469,0.8488833379952881,0.17095632776292763,0.3285419201494016,0.17012176367025236,0.17095632776292763,0.3285419201494016,0.17012176367025236
8,0.8712047012732616,0.8774561967146822,0.8754031862425463,0.8733183729473061,0.1830600654416419,0.24805121057250534,0.14487422353032212,0.1830600654416419,0.24805121057250534,0.14487422353032212
9,0.8942213516160626,0.9031767661683895,0.8962738424319916,0.8953317612036603,0.15217165616693662,0.2490704558910598,0.1256329674153624,0.15217165616693662,0.2490704558910598,0.1256329674153624
10,0.9069539666993144,0.920694078695341,0.9045179382262541,0.907637110995069,0.13097829579741643,0.19550180831826403,0.10127807409426742,0.13097829579741643,0.19550180831826403,0.10127807409426742
