fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.7986577181208053,0.8473076923076924,0.7909192159192159,0.7808086170018399,-0.014027316352897723,0.0,-0.015460729746444031,-0.014027316352897723,-0.33333333333333337,-0.1843120647468474
2,0.6308724832214765,0.6557096147048427,0.6216727145899656,0.5932750570143911,-0.13662581110310024,-0.11666666666666659,-0.14965876436781606,-0.13662581110310024,0.4090909090909091,0.2731729055258467
3,0.8120805369127517,0.796772976184741,0.7885792066372829,0.7833571355231348,-0.09873417721518989,-0.4555555555555556,-0.2694444444444445,-0.09873417721518989,-0.4555555555555556,-0.2694444444444445
4,0.6644295302013423,0.6515082427476315,0.6470642883686362,0.6473478778914499,-0.23600577825929941,-0.7692307692307693,-0.450132625994695,-0.23600577825929941,-0.7692307692307693,-0.450132625994695
5,0.6778523489932886,0.7047168989547038,0.6641959378733573,0.6508296179735991,0.006591337099811689,0.0,-0.017683322517845552,0.006591337099811689,0.4652777777777778,-0.259767316017316
6,0.7718120805369127,0.7789473684210526,0.7559661345797689,0.7569207427130579,-0.08481012658227846,-0.26262626262626265,-0.17563099738704074,-0.08481012658227846,0.5394736842105263,0.3364035087719298
7,0.7315436241610739,0.7326583011583011,0.7336134453781513,0.7256323417238748,-0.08085430968726162,-0.42307692307692313,-0.25699300699300703,-0.08085430968726162,-0.42307692307692313,-0.25699300699300703
8,0.7651006711409396,0.7650255874393805,0.7650664708854364,0.7573481841713077,-0.16089466089466092,-0.1636363636363637,-0.16344086021505377,-0.16089466089466092,0.45142857142857146,0.22571428571428573
9,0.7449664429530202,0.7527295840977709,0.7050699148346207,0.7124721885783832,-0.09841097869266882,-0.4,-0.2486431131592422,-0.09841097869266882,-0.43333333333333335,0.26378446115288223
10,0.7919463087248322,0.8266905946651439,0.8025344827586206,0.8006440422322776,-0.01711711711711711,0.0,-0.0747638326585695,-0.01711711711711711,0.4,0.21092267893072722
