fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint
1,0.4672,0.25306772533266386,0.2690822259136213,0.2109058193055429,0.03272947858935116,0.02931180968564151,0.03324893632495729,0.03272947858935116,-0.07936668011294877,-0.049202574247428445,cp
2,0.488,0.4718943533697632,0.26890534654952314,0.22037006390006833,-0.06466110616244225,-0.04234895539243366,-0.05864492686879369,-0.06466110616244225,-0.04234895539243366,-0.05864492686879369,cp
3,0.4592,0.21727930938457252,0.2588180112570357,0.1986410781883429,0.06744482511353678,0.08030303030303032,0.07120715117434895,0.06744482511353678,-0.13327831648442334,-0.082355917127442,cp
4,0.44,0.29995543672014263,0.2642268201780515,0.20460594947290495,0.07135806843490589,0.03577589439735995,0.06695216738216625,0.07135806843490589,-0.1396952686447474,-0.08874383315278306,cp
5,0.464,0.3600349348406343,0.26368572695035464,0.20002042271222287,-0.01714132666726187,-0.057023411371237454,-0.020571247808503557,-0.01714132666726187,-0.057023411371237454,-0.020571247808503557,cp
6,0.4352,0.2029888915527851,0.2543441798054344,0.18047686759769813,0.051209236594405794,0.004613890237979645,0.04469156050360518,0.051209236594405794,-0.1095890410958904,-0.061085745096267546,cp
7,0.47275641025641024,0.21354584401103308,0.2604166666666667,0.2161172384872506,0.055603846362796694,0.0827925710449765,0.053174723553048475,0.055603846362796694,0.0827925710449765,0.053174723553048475,cp
8,0.4791666666666667,0.2404851246314661,0.27279135338345867,0.22570924050141655,-0.026418800038189194,-0.06864006864006866,-0.027589682604880206,-0.026418800038189194,-0.06864006864006866,-0.027589682604880206,cp
9,0.44711538461538464,0.206763698630137,0.2516884541071211,0.18311333247896108,0.058652988403211426,0.0627586206896551,0.059202550934025544,0.058652988403211426,0.0627586206896551,-0.06149180778227541,cp
10,0.44711538461538464,0.3811577648232761,0.2618641830785475,0.19596360958546838,0.06879584898908575,0.06726457399103136,0.07152398753307965,0.06879584898908575,-0.07282913165266107,0.07152398753307965,cp
