fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint,eta
1,0.6013513513513513,0.5915204678362573,0.5506368028107159,0.5343040427413135,0.0584347826086956,0.1071428571428571,0.0642028718703976,0.0584347826086956,-0.25,-0.0965170278637771,eo,1.0
2,0.6148648648648649,0.5954616588419405,0.5639665702346512,0.5409468388191793,0.0549593495934959,0.0461538461538461,0.0357916997092254,0.0549593495934959,-0.1693121693121693,-0.0455796853625171,eo,1.0
3,0.5675675675675675,0.5229258308895406,0.5203185703185703,0.5174988753936122,0.0106079151366788,0.0248447204968944,-0.0072317278018672,0.0106079151366788,0.0526315789473683,0.0374269005847952,eo,1.0
4,0.6190476190476191,0.6487307054471233,0.5901515151515152,0.5795985060690944,-0.0223577235772357,-0.0681003584229391,-0.0557893096462521,-0.0223577235772357,-0.0884353741496598,0.0792958656330749,eo,1.0
5,0.6258503401360545,0.5903669098161353,0.5522279955912456,0.5562912265039924,0.0958969465648855,0.0129870129870129,0.0345261262692455,0.0958969465648855,0.2352941176470588,0.1017615176151761,eo,1.0
6,0.6122448979591837,0.564935064935065,0.5582259028429949,0.5605877616747182,0.1633484162895927,0.1666666666666666,0.1742138364779874,0.1633484162895927,0.1666666666666666,0.1742138364779874,eo,1.0
7,0.6598639455782312,0.6270980481506797,0.6029493812132278,0.6028643148829352,0.1233312142403051,-0.0606060606060606,0.0396969696969697,0.1233312142403051,-0.0606060606060606,0.0396969696969697,eo,1.0
8,0.564625850340136,0.5555555555555556,0.5353865770532437,0.533149894204661,0.0518518518518518,0.0944055944055944,0.0305804567772653,0.0518518518518518,0.1863636363636364,0.0889248522375457,eo,1.0
9,0.5782312925170068,0.560732714138287,0.5542539221784505,0.5358767576509512,0.1072727272727272,0.2571428571428571,0.1452380952380952,0.1072727272727272,0.2571428571428571,0.1452380952380952,eo,1.0
10,0.6122448979591837,0.5753663793103448,0.5732069862504645,0.5733192160436743,-0.0317460317460317,0.219047619047619,0.0428571428571428,-0.0317460317460317,0.219047619047619,0.2072120138904859,eo,1.0
1,0.6013513513513513,0.5947368421052631,0.5545329067068198,0.5479048594514624,0.1373913043478261,0.3928571428571428,0.2019053755522827,0.1373913043478261,0.3928571428571428,0.2019053755522827,eo,1.5
2,0.6013513513513513,0.5842490842490843,0.5546894531947569,0.5382055428120182,0.0386991869918699,0.0076923076923076,0.0114062913031985,0.0386991869918699,-0.1507936507936508,-0.0285738714090287,eo,1.5
3,0.5608108108108109,0.5172608811953073,0.5139083139083139,0.5118054725566717,0.0106079151366788,0.0248447204968944,-0.0072317278018672,0.0106079151366788,0.0526315789473683,0.0304824561403508,eo,1.5
4,0.5986394557823129,0.6414319248826291,0.5674242424242424,0.5508563650600954,0.0020325203252032,-0.003584229390681,-0.0180964625214274,0.0020325203252032,-0.0680272108843538,0.0542958656330749,eo,1.5
5,0.6394557823129252,0.6194104257200369,0.5585192183208243,0.5653899240855762,0.1111641221374045,0.0129870129870129,0.043700438195851,0.1111641221374045,0.1911764705882352,0.1195121951219511,eo,1.5
6,0.5986394557823129,0.5455731019111302,0.5405034292381684,0.5421382520152102,0.0968325791855203,0.2083333333333333,0.1522798742138364,0.0968325791855203,0.2186046511627907,-0.1791814735844586,eo,1.5
7,0.6598639455782312,0.621345029239766,0.6029493812132278,0.6021924934968413,0.1150667514303878,-0.0606060606060606,0.0346969696969697,0.1150667514303878,-0.0606060606060606,0.0346969696969697,eo,1.5
