fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint,eta
1,0.5945945945945946,0.586035903832514,0.5430610452349584,0.5282485316158875,0.0584347826086956,0.1071428571428571,0.0642028718703976,0.0584347826086956,-0.2249999999999999,-0.0840170278637771,cp,1.0
2,0.6081081081081081,0.5905601860825741,0.5585020893603343,0.5355743175972596,0.0549593495934959,0.0461538461538461,0.0357916997092254,0.0549593495934959,-0.1507936507936508,-0.0518296853625171,cp,1.0
3,0.5878378378378378,0.5429470347503135,0.5395493395493395,0.5344875260482769,0.0787433700530395,0.2111801242236024,0.0906529551935622,0.0787433700530395,0.2111801242236024,0.0906529551935622,cp,1.0
4,0.5986394557823129,0.6357792442299485,0.5651515151515151,0.5437350549976089,0.0101626016260162,0.028673835125448,-0.0019674302633629,0.0101626016260162,-0.0884353741496598,0.0542958656330749,cp,1.0
5,0.6326530612244898,0.6058169934640523,0.5498661628090065,0.5522399701012334,0.1187977099236641,0.0584415584415584,0.0664277109231237,0.1187977099236641,0.2058823529411765,0.0962059620596206,cp,1.0
6,0.6054421768707483,0.5562151192288178,0.5454053900224821,0.5484998602309502,-0.020814479638009,-0.3333333333333333,-0.1471698113207547,-0.020814479638009,-0.3333333333333333,-0.1471698113207547,cp,1.0
7,0.6598639455782312,0.6258825749650252,0.607989703793873,0.6089913813184253,0.2002542911633821,0.0303030303030303,0.1184848484848485,0.2002542911633821,-0.1744186046511627,0.1184848484848485,cp,1.0
8,0.5510204081632653,0.5240735407066052,0.5173685590352257,0.5102279368790181,0.0518518518518518,0.0419580419580419,0.0302875316173188,0.0518518518518518,0.0636363636363636,0.0302875316173188,cp,1.0
9,0.5782312925170068,0.5377777777777778,0.5494332711313844,0.5157015660123824,0.0938181818181818,0.1714285714285714,0.1134920634920634,0.0938181818181818,-0.1931818181818182,0.1134920634920634,cp,1.0
10,0.6054421768707483,0.5635642135642136,0.5539762170196952,0.5561869113287553,0.0,0.3142857142857143,0.1,0.0,0.3142857142857143,0.1922866407561576,cp,1.0
1,0.6013513513513513,0.5915204678362573,0.5506368028107159,0.5343040427413135,0.0584347826086956,0.1071428571428571,0.0642028718703976,0.0584347826086956,-0.25,-0.0965170278637771,cp,1.5
2,0.6148648648648649,0.6106280193236715,0.5650380370727526,0.5408026755852843,0.0630894308943089,0.0461538461538461,0.0409463388844832,0.0630894308943089,-0.1507936507936508,-0.0697075923392613,cp,1.5
