fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.448,0.112,0.25,0.15469613259668508,0.0,0.0,0.0,dp
2,0.48,0.12,0.25,0.16216216216216217,0.0,0.0,0.0,dp
3,0.1104,0.050235246956558434,0.24002849002849003,0.08047968021319121,0.0,0.0,0.0,dp
4,0.4256,0.1064,0.25,0.14927048260381592,0.0,0.0,0.0,dp
5,0.1904,0.2690723385680125,0.24569370567375887,0.18220863489777844,-0.05533732107252329,-0.0033444816053511683,-0.044677398706937634,dp
6,0.4336,0.1084,0.25,0.15122767857142858,0.0,0.0,0.0,dp
7,0.12179487179487179,0.10010823860599365,0.17894070735090153,0.1104606122059491,0.0,0.0,0.0,dp
8,0.4567307692307692,0.1141826923076923,0.25,0.15676567656765678,0.0,0.0,0.0,dp
9,0.453525641025641,0.11338141025641026,0.25,0.15600882028665933,0.0,0.0,0.0,dp
10,0.4407051282051282,0.3599518459069021,0.2511574074074074,0.1550354741098079,0.002057613168724326,0.0,0.0019011406844106626,dp
