fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.49206349206349204,0.32560483870967744,0.41377716134997683,0.3496742974129909,0.0,0.0,0.0,dp
2,0.5502645502645502,0.33947409856715477,0.4466942782635373,0.38059111743322266,0.0,0.0,0.0,dp
3,0.5132275132275133,0.3299526707234618,0.4066896353718059,0.3528693528693529,0.0,0.0,0.0,dp
4,0.5661375661375662,0.3496316992633985,0.4391679748822606,0.3891617933723197,0.0,0.0,0.0,dp
5,0.5925925925925926,0.3737373737373737,0.4734014675052411,0.4176867093869511,0.0,0.0,0.0,dp
6,0.4787234042553192,0.3411654135338346,0.44993894993894995,0.37113821138211384,0.0,0.0,0.0,dp
7,0.6170212765957447,0.3960221839739912,0.46924924924924927,0.42158637334075927,0.0,0.0,0.0,dp
8,0.5106382978723404,0.3175614552605703,0.41866969009826155,0.3584254870984729,0.0,0.0,0.0,dp
9,0.48936170212765956,0.4131054131054131,0.39220600520910115,0.36284609267693196,-0.03488372093023256,-0.05263157894736842,-0.04124116260801257,dp
10,0.4734042553191489,0.35032400821874504,0.43242424242424243,0.3534119016441146,0.0,0.0,0.0,dp
