fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.285,0.1726073868544355,0.20063610376110375,0.15859165432677455,-0.043199669284828435,-0.17979797979797973,-0.09250825278222535,eo
2,0.28,0.19549738219895288,0.21360722066604415,0.11729984301412874,-0.02207883859260007,-0.022727272727272707,-0.031306656306656244,eo
3,0.19,0.038,0.2,0.06386554621848739,0.0,0.0,0.0,eo
4,0.25,0.05,0.2,0.08,0.0,0.0,0.0,eo
5,0.22613065326633167,0.04522613065326633,0.2,0.07377049180327869,0.0,0.0,0.0,eo
6,0.21608040201005024,0.04321608040201005,0.2,0.07107438016528925,0.0,0.0,0.0,eo
7,0.22110552763819097,0.044221105527638194,0.2,0.07242798353909466,0.0,0.0,0.0,eo
8,0.271356783919598,0.05482233502538071,0.2,0.08605577689243028,0.02020202020202022,0.0,0.011235955056179803,eo
9,0.21105527638190955,0.04221105527638191,0.2,0.06970954356846473,0.0,0.0,0.0,eo
10,0.20100502512562815,0.04020100502512563,0.2,0.06694560669456066,0.0,0.0,0.0,eo
