fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.2,0.23176948051948051,0.24779310587909117,0.16428041600395726,0.014820635839744134,0.017983574058340446,0.013921924984600015,cp
2,0.3088,0.0772,0.25,0.11797066014669927,0.0,0.0,0.0,cp
3,0.1104,0.050235246956558434,0.24002849002849003,0.08047968021319121,0.0,0.0,0.0,cp
4,0.2496,0.255343871526616,0.2447517877261962,0.18303962709595487,-0.027751062968212226,-0.06435160879021978,-0.03564369430336675,cp
5,0.1776,0.26741859084930847,0.25436676798378927,0.1748690802229964,-0.05026336934202305,-0.0008361204013377921,-0.04147769281310216,cp
6,0.1904,0.23598190376889264,0.2474333561570847,0.171849220615876,-0.04129003013092286,0.05674275538287196,-0.022320930000871708,cp
7,0.12179487179487179,0.10010823860599365,0.17894070735090153,0.1104606122059491,0.0,0.0,0.0,cp
8,0.21314102564102563,0.250868045008969,0.2680756104275841,0.17503784964940705,-0.0837709188614138,-0.1743886743886744,-0.0986142242981149,cp
9,0.11698717948717949,0.142311165078772,0.27377149483561325,0.0903436080422875,-0.006355932203389831,-0.0044444444444444444,-0.00627080521817364,cp
10,0.16987179487179488,0.04246794871794872,0.25,0.07260273972602739,0.0,0.0,0.0,cp
