fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.445,0.42133770218962924,0.39395857229908954,0.39883601258188905,0.05890863993385698,-0.08686868686868687,-0.09561960109905315,dp
2,0.34,0.3330144147974258,0.3305820105820106,0.3286457919181031,-0.012299626978526046,-0.14545454545454545,-0.11774151774151773,dp
3,0.405,0.3903951749843008,0.4149421850079745,0.39639801375095496,0.01591187270501837,-0.18333333333333335,-0.142374213836478,dp
4,0.45,0.4405834741893494,0.44373717592077444,0.4336719751882713,0.06746071464317888,-0.318936877076412,-0.159468438538206,dp
5,0.4221105527638191,0.42695987980113353,0.4112626262626263,0.4159498241963588,0.030901722391084074,0.07692307692307693,-0.0050990675990676,dp
6,0.4371859296482412,0.4182169441966498,0.42395462490673574,0.4164029987517708,0.08390688259109313,0.13414634146341464,0.014845828181784121,dp
7,0.37185929648241206,0.38737611033193076,0.37574846206425155,0.37633582551390765,-0.02313131313131317,-0.041269841269841345,-0.08046398046398048,dp
8,0.41708542713567837,0.41469264010365575,0.41102406175576905,0.4092836893421098,0.02717171717171718,-0.26818181818181813,-0.14492558003793957,dp
9,0.34673366834170855,0.36129025511914714,0.3367434841166432,0.3339543339407104,-0.05717171717171721,0.17948717948717946,-0.013692836373248765,dp
10,0.4271356783919598,0.4363277820549185,0.42931501057082444,0.40727338519449746,0.08606060606060606,0.09318996415770608,0.020991117344553528,dp
