fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.6216216216216216,0.6229486144740383,0.5772601794340925,0.5675226940830269,0.09391304347826086,0.21428571428571427,0.11777430044182621,cp
2,0.6081081081081081,0.5888249005896066,0.5677434908389585,0.5576519916142558,0.006178861788617887,-0.0692307692307692,-0.03736452550885539,cp
3,0.5608108108108109,0.5166080230588199,0.5125485625485625,0.5112886165517745,0.010607915136678886,0.0248447204968944,-0.007231727801867267,cp
4,0.6190476190476191,0.6113717823395243,0.6034382284382284,0.6023088023088022,-0.044715447154471566,-0.2616487455197133,-0.12394031478884215,cp
5,0.6122448979591837,0.5478408029878619,0.5235570951206284,0.5211798730273286,0.10353053435114504,0.10389610389610388,0.07539351576048822,cp
6,0.6190476190476191,0.5738095238095239,0.5645152110190956,0.567494702775491,0.17104072398190046,0.16666666666666669,0.1789308176100629,cp
7,0.6666666666666666,0.6329365079365079,0.6151919760600527,0.6163951885783567,0.10680228862047045,-0.10822510822510822,0.01088744588744589,cp
8,0.5782312925170068,0.5716435185185186,0.5472913389580056,0.5447518368570999,0.060185185185185175,0.09440559440559443,0.03589960571343551,cp
9,0.5850340136054422,0.5580249153362361,0.5574907273020481,0.5285487880152812,0.03236363636363636,0.14285714285714285,0.06031746031746031,cp
10,0.5850340136054422,0.5402411208862822,0.5427350427350427,0.5400601990100456,0.03968253968253968,0.26666666666666666,0.11011904761904762,cp
