fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.6931216931216931,0.6052079540923354,0.5899214054553861,0.5944349375391497,-0.006896551724137917,0.11282051282051281,-0.0065527065527065526,cp
2,0.6931216931216931,0.6001867413632119,0.6155304275414721,0.6052586029260252,0.18894508670520233,-0.12972972972972974,0.05812978754155225,cp
3,0.7301587301587301,0.6698719211822661,0.6390664430240114,0.6474731242501246,0.028173374613003094,-0.09696969696969704,-0.04196764306253361,cp
4,0.671957671957672,0.604029304029304,0.5860369788941218,0.581890203053624,-0.05500261917234153,-0.3306451612903226,-0.17272998805256873,cp
5,0.708994708994709,0.6489799960388196,0.6362421383647798,0.6325738330149603,0.22982635342185903,0.25714285714285723,0.13847818847818852,cp
6,0.6436170212765957,0.5994800328802737,0.5900488400488401,0.5854870544525718,0.17803030303030304,0.03809523809523807,0.05034532897128316,cp
7,0.7074468085106383,0.5826858326858327,0.6208742075408743,0.5805454737997362,0.09529025191675794,0.014285714285714346,-0.00495759947814739,cp
8,0.6808510638297872,0.6035616426860022,0.5876039304610733,0.5915401288427319,0.05813953488372092,-0.018796992481203034,-0.013544433222359396,cp
9,0.6648936170212766,0.6076426076426077,0.617062263501892,0.6064228598775648,-0.16569767441860467,-0.1842105263157895,-0.18165750196386488,cp
10,0.6436170212765957,0.5731474407944996,0.5730303030303031,0.5729997418346486,0.10789980732177262,0.03589743589743588,0.05451588212782242,cp
