fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.7248322147651006,0.7154212454212454,0.7111945817828171,0.7027260814037425,-0.005537098560354364,0.014285714285714346,-0.0033704390847247648
2,0.6308724832214765,0.6350344827586206,0.6388320829344671,0.6362128115786653,0.10075702956020187,0.16666666666666663,0.11161997126436779
3,0.7248322147651006,0.6929241352383008,0.7018222279837525,0.6860258975222351,0.05804701627486439,-0.022222222222222254,-0.0115209471766849
4,0.7181208053691275,0.6939303602610054,0.7004306293308851,0.6935704089956916,0.033044420368364025,0.23076923076923073,0.10464190981432359
5,0.6442953020134228,0.5977201639048134,0.6274695340501792,0.6036190620991573,0.03578154425612051,-0.07357859531772581,-0.017808116607597495
6,0.6577181208053692,0.6920405982905983,0.6676779257430108,0.6715525809380681,0.054792043399638335,-0.04040404040404044,-0.013116718729388938
7,0.6577181208053692,0.6153820148749155,0.6470812324929971,0.6251969698136818,0.00019069412662089946,-0.19658119658119655,-0.12764665889665888
8,0.6510067114093959,0.6693955566311405,0.6843998673740053,0.6501104048176647,0.014249639249639262,0.018181818181818188,0.01422287390029326
9,0.6778523489932886,0.6449237199582027,0.6558266983561101,0.649692439509578,0.06554712892741063,0.022222222222222254,0.01879160266257042
10,0.5906040268456376,0.5797668997668998,0.6186963601532567,0.5913067052502766,0.13189189189189188,0.0,0.03724696356275303
