fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.6828193832599119,0.6584113355820885,0.6638231301474438,0.6599373465788153,0.09359133897461425,0.012458088529330336,0.043406959158825795
2,0.688203622124327,0.6665848494533501,0.6744217368094133,0.6689070236897084,0.09635947179371498,0.030093263048137642,0.04795757056426812
3,0.6730298580518845,0.6472518111973635,0.6606849211081477,0.6504499496145933,0.07525329299071196,-0.03471341252450694,0.011952277493352453
4,0.6544297601566325,0.6274399539317643,0.6427654048885539,0.6332419883931523,0.08636276874490273,0.027828191167574123,0.053469605829479794
5,0.6627508565834557,0.6333218001078285,0.6428736700484934,0.6364927503995298,0.07246430765221601,0.020275750202757514,0.04503841759685796
6,0.67498776309349,0.6514230507177243,0.6641035329049058,0.6545763801377273,0.09629851416594931,0.10784575652328793,0.08035560887764152
7,0.6573666177190406,0.6345210894104527,0.6512302029509898,0.6392875819056597,0.08240226149497124,0.11278684813672507,0.0772445562581878
8,0.6405484818805093,0.6198863496874151,0.6287388220844016,0.6229998866632527,0.09043606957855227,0.06682669970574573,0.06880301317723905
9,0.6508325171400587,0.6206507344044583,0.6380179332943398,0.6255590328741962,0.03674109033503012,-0.010965068087625818,0.008137566785590244
10,0.6709108716944172,0.6439112775673311,0.6567759896304404,0.6455747605679308,0.09887268658511866,0.05985533453887887,0.07318439981026374
