fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.48,0.4338307149514046,0.4342311928518826,0.4295041225510417,0.35841256717651915,0.4848484848484849,0.30091521872343796,eo
2,0.445,0.41235979570585607,0.42103330220977286,0.4104911162618672,0.3323923782639379,0.2954545454545454,0.23063325563325562,eo
3,0.49,0.4546094595155921,0.4836024720893142,0.4553885146058649,0.3041615667074663,0.4,0.2537398921832884,eo
4,0.545,0.506969696969697,0.5123413819962168,0.5054459493994378,0.35381843659293366,0.29235880398671094,0.23784606866002214,eo
5,0.4824120603015075,0.4724073458990019,0.46297979797979794,0.45958747135217715,0.3210739614994934,0.6025641025641026,0.3656759906759907,eo
6,0.542713567839196,0.5125722961249277,0.5114609521424204,0.5057248875875822,0.39746963562753035,0.30487804878048785,0.24716508685824187,eo
7,0.44221105527638194,0.4319848584328316,0.4447277284119389,0.43412165815007364,0.388989898989899,0.6349206349206349,0.4191697191697191,eo
8,0.48743718592964824,0.4764808851428854,0.47513391757294193,0.47289544668133193,0.26848484848484844,0.013636363636363669,0.09018495549394427,eo
9,0.4472361809045226,0.40996026390763235,0.41974008539728913,0.4093177488827052,0.30424242424242426,0.30769230769230776,0.2388117895849855,eo
10,0.45226130653266333,0.42739938080495354,0.4548872445384073,0.43389404518433283,0.368989898989899,0.2831541218637993,0.2659731961976001,eo
