fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.7008,0.7258340142150036,0.5461120293663133,0.5805733734358193,-0.07974191413681858,-0.06952704616256022,-0.0679701024940852,dp
2,0.7168,0.8016558249556475,0.5591876703373397,0.6002611737077618,-0.03851863848624726,-0.0818746470920384,-0.015878221891172856,dp
3,0.7104,0.7978687876221797,0.5425001263415898,0.5724712324573146,-0.12248692003293238,-0.07727272727272727,-0.08539021896566415,dp
4,0.712,0.8151709063648992,0.5851121757688633,0.636168571842918,-0.06247469123304311,-0.048001200030000746,-0.03545014129940402,dp
5,0.7056,0.7939111480261657,0.5483716438703141,0.579029227484867,-0.1041722465256078,-0.06488294314381271,-0.06019914056113812,dp
6,0.7232,0.6877457508878742,0.5490682091817178,0.5643956928977271,-0.01650534623896749,-0.019103124494090906,0.025525360829877608,dp
7,0.6907051282051282,0.5318635187172527,0.49081715210355986,0.5003721424774057,-0.045933612212745056,-0.03300514656522713,-0.06934637633864071,dp
8,0.7291666666666666,0.7552554241052531,0.5776279002430318,0.6177204388152935,-0.004746382247439285,-0.03281853281853275,0.02405968712959597,dp
9,0.6955128205128205,0.734099882621982,0.5393915141425478,0.5767427966910919,-0.11886708296164145,-0.11639846743295013,-0.08231845156469628,dp
10,0.6987179487179487,0.6693529350897955,0.5431415772019683,0.561196111006595,-0.07836822329575954,-0.09513760661215165,-0.04634508056668507,dp
