fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.8243243243243243,0.8579234972677595,0.8442028985507246,0.8214527680991095,-0.12765217391304345,0.0,-0.13402061855670103,dp
2,0.8581081081081081,0.8771929824561404,0.8766741669345334,0.8566070367875006,0.017886178861788615,0.0,-0.10824742268041238,dp
3,0.8648648648648649,0.8666666666666667,0.8813131313131314,0.8503809523809523,0.03508771929824561,0.0,-0.09433962264150944,dp
4,0.8775510204081632,0.896551724137931,0.8874125874125873,0.877170726446607,0.02642276422764228,0.0,-0.05905797101449275,dp
5,0.9115646258503401,0.8968253968253969,0.9264332825976661,0.9000356215153952,0.17032442748091603,0.0,-0.05963302752293578,dp
6,0.8775510204081632,0.8636363636363636,0.9006659267480578,0.8606198034769462,-0.20542986425339368,0.0,-0.08490566037735849,dp
7,0.8571428571428571,0.8648504273504273,0.8816189896530737,0.8516610507708701,0.08423394787031152,0.0,-0.1,dp
8,0.8571428571428571,0.8735449735449735,0.8701797035130369,0.8551602256999894,0.032407407407407385,0.038461538461538436,-0.08715220949263504,dp
9,0.9319727891156463,0.9358974358974358,0.936381228834059,0.9310589484020558,-0.04181818181818181,0.0,-0.05555555555555555,dp
10,0.8299319727891157,0.8366013071895425,0.8555369751021925,0.8095534498273262,-0.12698412698412698,0.0,-0.11904761904761904,dp
