fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.9818893783651493,0.9809376609994848,0.9838818722239729,0.9820175562671531,0.0322317428713646,0.0,-0.06648494487665912,dp
2,0.9720998531571219,0.9722222222222222,0.9747308283893649,0.9726077029978161,-0.017147616651338737,0.0,-0.10288808664259928,dp
3,0.9799314733235438,0.9803921568627452,0.9811742084235352,0.9803457544634014,0.03652292183374667,0.0,-0.07854406130268199,dp
4,0.9779735682819384,0.9773413897280966,0.979945682774153,0.9780841759338235,-0.005235211438685383,0.0,-0.08272058823529412,dp
5,0.9794419970631424,0.9786096256684492,0.982057008796365,0.9798741782827131,-0.0412728254192804,0.0,-0.08151083218097366,dp
6,0.9779735682819384,0.9783726317516791,0.9803277658618744,0.9788618096795386,0.012135558965530147,-0.0016920473773265332,-0.08849542607910152,dp
7,0.9833578071463533,0.9836223506743739,0.9850856506077177,0.9840396726700392,0.03118593873194747,0.0,-0.07112970711297072,dp
8,0.9794319294809011,0.979888636264898,0.9802327527388354,0.9796172828884373,0.015056927095871087,0.0,-0.07854406130268199,dp
9,0.9813907933398629,0.9812623274161737,0.9830235840671003,0.9817541077601382,0.021900300078603774,0.0,-0.06643356643356643,dp
10,0.9730656219392753,0.9733527131782945,0.9747773802548855,0.9732587295957219,-0.041625401052334976,0.0,-0.09564214684132152,dp
