fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.7114093959731543,0.7651590909090908,0.7206761706761707,0.722842947623924,-0.06792174234034698,-0.12142857142857139,-0.08931663574520715,cp
2,0.7986577181208053,0.8231909328683521,0.8011843911633532,0.7966936255602132,-0.08561643835616439,-0.5166666666666666,-0.26910919540229883,cp
3,0.8120805369127517,0.8454658244980825,0.8003919280961023,0.8066570784450946,0.0960216998191682,0.33333333333333337,0.15765027322404374,cp
4,0.7315436241610739,0.8044314108830237,0.7187612302446061,0.7397288226373133,0.09461899602744672,0.4615384615384615,0.23541114058355436,cp
5,0.7919463087248322,0.8430769230769231,0.7992831541218639,0.8093211001270703,-0.043691148775894556,-0.04013377926421402,-0.05478460540108819,cp
6,0.7583892617449665,0.7987734487734487,0.7563718140929535,0.7641635500756244,0.07197106690777577,0.16161616161616155,0.07802953121097046,cp
7,0.7651006711409396,0.8333333333333333,0.7730868347338935,0.778236405007159,0.017734553775743706,-0.20085470085470092,-0.10705613830613833,cp
8,0.7651006711409396,0.8048076923076923,0.7586893709738537,0.7663663454169274,0.015151515151515166,0.32727272727272727,0.14457478005865104,cp
9,0.8053691275167785,0.8196555217831814,0.7748163992869875,0.7764096144553339,0.027085590465872167,0.1777777777777777,0.06456733230926776,cp
10,0.7114093959731543,0.7717037037037037,0.7119355044699873,0.7148831908831909,0.06468468468468469,-0.05555555555555558,-0.012528115159694125,cp
