fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.505,0.4309344312205372,0.43988480357014836,0.4261244019138756,0.5014468788755684,0.3171717171717171,0.33177568246061395
2,0.47,0.46954887218045116,0.4385994397759104,0.41890331890331894,0.36737574352253255,0.040909090909090895,0.15407277907277908
3,0.455,0.41688042626999344,0.45579146730462516,0.41526066511075826,0.3508771929824561,0.275,0.2237533692722372
4,0.56,0.5394975749284915,0.529346166685212,0.5192253652260762,0.3204884395956361,-0.2325581395348837,-0.024612403100775185
5,0.49246231155778897,0.45272229822161425,0.4665151515151515,0.4516034661701734,0.3272543059777102,0.43589743589743596,0.3012820512820513
6,0.44221105527638194,0.3788352458658755,0.4083425325990758,0.3854967962205502,0.423582995951417,0.3292682926829268,0.2829137162339365
7,0.4623115577889447,0.42374254049445864,0.46605491000227844,0.42235020723516303,0.36838383838383837,0.19047619047619047,0.2166056166056166
8,0.46733668341708545,0.42763816483482814,0.4421523011766914,0.42349028036045155,0.3182828282828283,0.050000000000000044,0.111677367576244
9,0.45226130653266333,0.4058789831722162,0.43088927620376277,0.40778953584463284,0.384949494949495,0.8461538461538461,0.49970922548242136
10,0.4371859296482412,0.39364893171344784,0.4444968287526427,0.4010452465130401,0.45878787878787874,0.4121863799283154,0.37010285179990654
