fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.435,0.3946898163986772,0.39059436893488614,0.38610581692232265,0.09073997519636212,-0.08686868686868687,-0.08409535669809642,dp
2,0.335,0.3247994987468671,0.325652038593215,0.32282826926305186,-0.02147393890513155,-0.14545454545454545,-0.12543382543382542,dp
3,0.4,0.3850826854382232,0.40963915470494416,0.38929877124761925,0.030395756833945298,-0.1166666666666667,-0.11375786163522014,dp
4,0.41,0.3988777576586136,0.4021664626682987,0.39448145156610287,0.015914322890601545,-0.318936877076412,-0.18724621631598376,dp
5,0.40703517587939697,0.41048356184579093,0.3957575757575757,0.40014761882096944,0.041540020263424515,0.21794871794871798,0.0729895104895105,dp
6,0.4321608040201005,0.41834091819593533,0.4278348909821238,0.4184433509231981,0.08390688259109313,0.13414634146341464,0.014845828181784121,dp
7,0.38190954773869346,0.39294660894660893,0.3880610617452723,0.3891543187765558,0.0376767676767677,-0.09841269841269845,-0.06459096459096461,dp
8,0.4120603015075377,0.4059319868298196,0.4056643085911379,0.40238053077334923,0.027272727272727282,-0.24545454545454543,-0.1458011090033562,dp
9,0.36180904522613067,0.38104548573171043,0.3529549805997865,0.3553066012281091,0.013030303030303059,0.5128205128205128,0.1902590536611155,dp
10,0.3768844221105528,0.3753497601848427,0.3824221282593376,0.36357148228115965,0.08656565656565657,0.010752688172043001,0.009241078385538393,dp
