fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.45918367346938777,0.445198417461863,0.4446062675773403,0.44469039435912155,0.007240323029796714,0.004374453193350836,0.008227142563061979,cp
2,0.42517006802721086,0.413267049507184,0.40591311975240546,0.40774484490457413,-0.0001565864161284236,0.08826358826358827,0.025086299038127785,cp
3,0.4489795918367347,0.4302167353658744,0.4308472863452275,0.42976488700237,0.006907864029765176,-0.08333333333333331,-0.013675027118554367,cp
4,0.45918367346938777,0.44931006507014226,0.4627817580023463,0.44976175116956046,0.021510395135156735,0.10001503985561744,0.049817261175906125,cp
5,0.4812925170068027,0.46776468362529466,0.4543888936190605,0.45349501848004303,-0.05077314542963396,0.017701149425287332,-0.021038113614672838,cp
6,0.44122657580919933,0.41081186233728606,0.4054460864805692,0.40233236914761256,-0.061511328177994845,-0.12114959469417833,-0.07476038747885254,cp
7,0.403747870528109,0.3979420630486861,0.4038075636737844,0.39675892056108664,0.004847627619904871,0.01397786837507281,0.011613697693947989,cp
8,0.41056218057921634,0.41712574035435973,0.4101914453459076,0.40739658182113425,-0.03010297644237553,-0.0013979496738117936,0.0031077804233377304,cp
9,0.41567291311754684,0.40434272797909165,0.4045586860376214,0.40024474811726246,-0.07440459512468478,-0.03873517786561265,-0.05686559943734236,cp
10,0.43611584327086883,0.4220085168454734,0.419258703577182,0.4151526830553047,0.005799072148456208,-0.10450695704779184,-0.024429995126275,cp
