fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,constraint
1,0.435,0.3746022284556646,0.3633680770534219,0.34804372641109066,0.20979743695742042,0.05858585858585852,0.0777817312063887,eo
2,0.44,0.3769765948337377,0.4014565826330532,0.36522381840708906,0.2941828813388447,0.040909090909090895,0.12311361478028146,eo
3,0.36,0.3110065394132202,0.35970893141945776,0.30443402404095277,0.233374133006936,0.18333333333333335,0.13192946990116802,eo
4,0.295,0.47736143637782985,0.24413619672860798,0.16989106539716275,0.03513161845661095,-0.023255813953488413,-0.006072351421188615,eo
5,0.27638190954773867,0.27095662507427215,0.24611111111111109,0.16373072046479528,0.026241134751773032,0.16666666666666663,0.05681818181818177,eo
6,0.23618090452261306,0.3776632302405498,0.2188470066518847,0.10819976742098265,0.012348178137651766,0.0,0.00025601638504862967,eo
7,0.41708542713567837,0.4259903381642512,0.41597630439735694,0.3636390761838332,0.15616161616161622,-0.060317460317460214,-0.004517704517704446,eo
8,0.271356783919598,0.2540816326530612,0.20201058201058203,0.0959111111111111,0.010202020202020212,-0.022727272727272707,-0.00012768130745655082,eo
9,0.20100502512562815,0.10750436300174519,0.1903654485049834,0.07564844187348385,-0.00040404040404040664,0.28205128205128205,0.13982289188474756,eo
10,0.33668341708542715,0.3074629041900161,0.3449985905567301,0.3026887948449778,0.17696969696969694,0.29749103942652333,0.1854604955586723,eo
