fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.315,0.12352941176470589,0.2096590909090909,0.14095634095634096,-0.026870607689127746,-0.05252525252525253,-0.03713455494277412
2,0.28,0.11305683563748078,0.21544973544973542,0.11931972789115645,-0.007460429478778119,-0.045454545454545414,-0.03184408184408183
3,0.19,0.038,0.2,0.06386554621848739,0.0,0.0,0.0
4,0.25,0.05,0.2,0.08,0.0,0.0,0.0
5,0.22613065326633167,0.04522613065326633,0.2,0.07377049180327869,0.0,0.0,0.0
6,0.19597989949748743,0.06310620012277471,0.1802562885619364,0.07801172707889126,0.008198380566801555,-0.14634146341463417,-0.04859315874264736
7,0.20100502512562815,0.05967816091954024,0.18325358851674642,0.08242318334061453,0.03141414141414145,0.10793650793650789,0.06678876678876677
8,0.2663316582914573,0.05492227979274611,0.1962962962962963,0.08582995951417004,0.00030303030303024947,-0.022727272727272707,-0.012366846636509554
9,0.21105527638190955,0.04221105527638191,0.2,0.06970954356846473,0.0,0.0,0.0
10,0.20100502512562815,0.04020100502512563,0.2,0.06694560669456066,0.0,0.0,0.0
