fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.9194630872483222,0.9333479821284699,0.9138038167449933,0.9190310178923797,0.009228497600590635,0.0714285714285714,0.02520098948670376
2,0.9194630872483222,0.9284792626728111,0.920304548186736,0.9175707361710643,0.10346070656092285,0.0,0.03609913793103448
3,0.9530201342281879,0.9578093306288032,0.949506957047792,0.9508520578420467,0.1070524412296564,0.0,0.016120218579234975
4,0.9261744966442953,0.9290881161848903,0.9256978599689598,0.9240569599891634,0.0074033947273383915,-0.07692307692307687,-0.03474801061007955
5,0.912751677852349,0.923080459770115,0.91063082437276,0.9148863154127362,0.04576271186440678,-0.04347826086956519,-0.00616482803374431
6,0.8993288590604027,0.9112757142168906,0.8970103183702266,0.8997754643190063,0.06419529837251356,0.03535353535353536,0.016287492878212524
7,0.9463087248322147,0.9468057689025431,0.9484257703081231,0.9470232655712749,0.06788710907704043,-0.11538461538461542,-0.07094988344988347
8,0.9463087248322147,0.9431034482758621,0.9520722811671087,0.9429408767821192,-0.012626262626262624,0.0,-0.009530791788856303
9,0.9395973154362416,0.937218782249742,0.9288999801940978,0.9295287595963965,0.06175514626218853,0.0,-0.0003840245775729653
10,0.9261744966442953,0.9303817733990147,0.9291328224776499,0.9279185006741365,0.18504504504504501,-0.05555555555555558,0.024853801169590628
