fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.6064,0.495374567850356,0.43710715545935863,0.44878879715072045,-0.15516861058262332,-0.01798357405834039,-0.1328642666895876
2,0.608,0.5931750274812564,0.44182672302982917,0.46654097314946474,-0.13863470726374605,-0.1776773950686994,-0.12666375663600454
3,0.6208,0.6068554740618268,0.4838570981863665,0.5123802857273041,-0.16795474464186116,-0.12272727272727268,-0.1422403510266678
4,0.5888,0.5532054061572869,0.4467711187894674,0.47083756775067753,-0.08129175946547884,0.0030000750018750466,-0.05442656800364962
5,0.5968,0.5065333788770737,0.4240308383991895,0.43737494691186807,-0.13594024343064603,0.002842809364548504,-0.09058384371153624
6,0.6336,0.566941895409053,0.4541403477409413,0.4693082086218419,-0.138695571020985,-0.1272462360369111,-0.10812311801845556
7,0.6009615384615384,0.5752157102157103,0.449290337494221,0.4741132478632478,-0.05611995436518713,-0.028082345043633827,-0.07081112158803082
8,0.6137820512820513,0.6268533324268017,0.4872880591630591,0.522661403722041,-0.06443077510604345,0.01630201630201633,-0.03425020765446296
9,0.6089743589743589,0.5968154100054281,0.4562051995289724,0.4826515902158497,-0.11351471900089205,-0.019157088122605415,-0.07517420260209001
10,0.5849358974358975,0.5393178582908573,0.4448347025385312,0.4659379599873612,-0.10610127035247807,-0.0793985755737272,-0.08198327887116938
