fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.9750367107195301,0.9765412665004097,0.9753905949357348,0.9758523431311111,0.16664474152030148,0.17072195392045286,0.08550948422271062
2,0.969652471855115,0.9714548246051943,0.9707264605852539,0.9709553247591076,0.15690017178850924,0.06528413369634478,0.03429973729821566
3,0.9701419481155164,0.9728603769498511,0.9716159486361219,0.9720819497771588,0.1808471950483311,0.08609156959981557,0.04970653080346018
4,0.9672050905531082,0.96851882443584,0.9685429150620295,0.9684283791208491,0.1640163806416908,0.18734532255403402,0.0977951508274299
5,0.9745472344591287,0.9760313018242123,0.975303989548789,0.9755779940407484,0.10837257785306106,0.10239253852392538,0.05415872006506874
6,0.9637787567302986,0.9666889574998342,0.9656506158533968,0.9659971866055316,0.19086043639357764,0.19316056639059576,0.10289244712698373
7,0.956436612824278,0.9601169259258769,0.9578467499334632,0.9585024482473411,0.18014268956366225,0.23830678249059167,0.11854914288644168
8,0.9740450538687562,0.9752781053849633,0.9754641687439219,0.9753098551232372,0.17961145139576146,0.1697124567652677,0.09150516455284662
9,0.9720861900097943,0.9732247941456342,0.9737610653221793,0.9733629672627284,0.1495103330196872,0.1413617525162818,0.0694611657361048
10,0.9666993143976493,0.9696973715868777,0.9669093324113182,0.9680090870983777,0.14216738816263239,0.16005877034358051,0.08401243708870301
