fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.8520408163265306,0.8664153563277743,0.8541695223690119,0.8577466977466978,-0.009746588693957114,0.1839770028746407,0.04775414102648935
2,0.8724489795918368,0.8873269922565697,0.8707691269075197,0.8758370330641717,-0.06083382266588372,0.16354016354016354,0.06160951085125929
3,0.8707482993197279,0.8746237680654422,0.8712082699805744,0.8728456277236765,-0.06649152519770096,0.12100893997445727,0.01043435860272722
4,0.8673469387755102,0.8786742622738363,0.860506745433216,0.8663758819496415,0.02763145611906065,0.25387276282147697,0.11908141293933167
5,0.8571428571428571,0.8779407929055817,0.8514737431274871,0.8602818985251344,-0.022548443922489725,0.2220689655172413,0.08492136603178552
6,0.8824531516183987,0.8914367125520867,0.8811963066086005,0.8857420593376145,-0.04898928232261568,0.03905674281503313,-0.000922988278494092
7,0.8773424190800682,0.8836601642417922,0.8739132476590671,0.8784844197836489,-0.032094638035232104,0.09697146185206762,0.04722443178792156
8,0.8432708688245315,0.8638662206678299,0.8365046344451379,0.8467607443370372,-0.06213852447453805,0.19128611369990678,0.08100435253101651
9,0.879045996592845,0.8883577049402572,0.8767027333066318,0.8807494213746754,-0.07639394788456152,0.1716732542819499,0.06326779059792227
10,0.8722316865417377,0.8899197565405751,0.8645145931739256,0.8731815124781063,0.040366874633391975,0.21355111917725345,0.09652551238446197
