fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.826530612244898,0.8390838072644806,0.8271553659631792,0.8325815949500847,0.01949317738791423,0.24696912885889266,0.08572779505502989
2,0.8503401360544217,0.8595846305353007,0.8538420435741864,0.8554986910073125,-0.06353493834409868,0.16354016354016354,0.056941060063272375
3,0.8775510204081632,0.8790304661599061,0.8809345552520785,0.8798308298719574,-0.003760651846320018,0.1845466155810983,0.07445443327669884
4,0.8605442176870748,0.8696350267085357,0.8546704793028322,0.8603302457442036,0.01372237854561456,0.24665363212513158,0.10699174322064364
5,0.8520408163265306,0.8710994884972485,0.8464932911433042,0.8553473171458297,0.00039146604032103127,0.23459770114942535,0.10673928378770907
6,0.8603066439522998,0.8685372138210695,0.8580194029969143,0.8627129380965531,-0.0391127391127391,0.09034635224760501,0.02004001099904781
7,0.8603066439522998,0.8616374650031476,0.8595585202608614,0.8605668724362845,-0.06699241352706703,0.09697146185206762,0.02131524532586564
8,0.8330494037478705,0.8499850845158434,0.825920917797348,0.8354243111385968,-0.02290873183805897,0.21714818266542402,0.11952716442241301
9,0.8534923339011925,0.8663008574254514,0.8499980575405782,0.8569570463079786,-0.001961333706920698,0.347562582345191,0.15625781512612089
10,0.8551959114139693,0.8663830512677454,0.8498860225132834,0.8563870800321634,0.03663413853783393,0.22186932849364793,0.09630137317245718
