fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.6931216931216931,0.61051667630615,0.5986004286975161,0.6030424021668067,-0.006896551724137917,0.06153846153846154,-0.02478632478632478
2,0.6402116402116402,0.5646095407714752,0.5656907647243589,0.5636455348422894,0.2976878612716763,0.31351351351351353,0.2760749385749386
3,0.7248677248677249,0.6772621289570443,0.6556620880366291,0.6643715412634085,0.028173374613003094,0.10303030303030303,0.022318071223180712
4,0.6613756613756614,0.5787436358191075,0.5736961451247166,0.5751245363010069,0.03666841278156102,-0.044354838709677435,-0.01847371565113501
5,0.6931216931216931,0.6268157961253104,0.6299135220125786,0.6210216914756179,0.21859039836567926,0.20000000000000007,0.10990675990675994
6,0.6382978723404256,0.5972719522591645,0.5860805860805861,0.5855873906364789,0.21780303030303033,-0.038095238095238126,0.12751726644856415
7,0.7074468085106383,0.5959359096805463,0.6131798465131798,0.5872809684373445,0.3707557502738225,0.30714285714285705,0.29192759295499016
8,0.6968085106382979,0.6252645502645503,0.6098261526832955,0.6138672753051838,0.24563953488372092,0.38345864661654133,0.19131472961009488
9,0.6382978723404256,0.5797720797720798,0.5862351958327191,0.5790975646197519,0.05087209302325579,0.17105263157894735,0.08303875360041894
10,0.6702127659574468,0.6083041041767457,0.6024242424242424,0.6033496493865215,0.20924855491329483,0.3384615384615385,0.2132606199770379
