fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint,difference_bound
1,0.6148648648648649,0.6116681962903793,0.5704812096116444,0.55499453745534,-0.0010434782608695,-0.1071428571428571,-0.0429399852724595,-0.0010434782608695,-0.3,-0.1215170278637771,cp,0.0
2,0.4121621621621621,0.2671681037118572,0.3940497874924104,0.3158730158730159,-0.4165853658536586,-0.3384615384615384,-0.4039386730108379,-0.4165853658536586,-0.3384615384615384,0.4271336553945249,cp,0.0
3,0.5878378378378378,0.5360281713900135,0.5321289821289822,0.5267112899384551,0.0338637290901672,0.0683229813664596,0.0239413648970662,0.0338637290901672,0.0683229813664596,0.0268274853801169,cp,0.0
4,0.4149659863945578,0.3174380551659654,0.416025641025641,0.3193843193843194,0.3109756097560975,0.2974910394265233,0.28823827333645,0.3109756097560975,0.2974910394265233,0.28823827333645,cp,0.0
5,0.6122448979591837,0.5677287581699346,0.5304851379485295,0.5324643397136204,0.103530534351145,0.0584415584415584,0.0572533989965182,0.103530534351145,0.2205882352941176,0.1205962059620596,cp,0.0
6,0.6258503401360545,0.5998512019292439,0.564273314550784,0.5708234439406114,-0.0488687782805429,-0.3333333333333333,-0.1616352201257861,-0.0488687782805429,-0.3333333333333333,-0.1616352201257861,cp,0.0
7,0.6598639455782312,0.6266754937658612,0.6038623453033071,0.6038861029423016,0.1233312142403051,-0.0606060606060606,0.0396969696969697,0.1233312142403051,-0.1976744186046511,-0.0635807990459153,cp,0.0
8,0.5578231292517006,0.5410533910533911,0.5263775680442347,0.5220306513409962,0.0972222222222222,0.1328671328671328,0.0810612260080345,0.0972222222222222,0.1328671328671328,0.0810612260080345,cp,0.0
9,0.5986394557823129,0.5866454689984102,0.5765371944617228,0.5622837810337811,0.0912727272727272,0.1999999999999999,0.1166666666666666,0.0912727272727272,0.1999999999999999,0.1166666666666666,cp,0.0
10,0.6190476190476191,0.5799762940781984,0.5716276477146042,0.5741830065359478,-0.0079365079365079,0.2666666666666666,0.0761904761904762,-0.0079365079365079,0.2666666666666666,0.1838120644849711,cp,0.0
1,0.5878378378378378,0.5683511890408441,0.5354852876592008,0.5216111558778763,0.0504347826086956,0.1071428571428571,0.0590482326951399,0.0504347826086956,-0.1999999999999999,-0.071517027863777,cp,0.005
2,0.6148648648648649,0.6222459132906893,0.5742794385513769,0.5647387005649717,0.0305691056910569,-0.0692307692307692,-0.0219006079830821,0.0305691056910569,-0.1322751322751323,-0.0464517783857728,cp,0.005
3,0.5743243243243243,0.530540785379495,0.5253690753690754,0.5229939839870594,0.018359853121175,0.0248447204968944,-0.0025147466697917,0.018359853121175,0.0350877192982456,0.0286549707602339,cp,0.005
4,0.5986394557823129,0.6255080339587381,0.5674242424242424,0.5505783615559213,-0.0060975609756097,-0.003584229390681,-0.0235312451301231,-0.0060975609756097,-0.0680272108843538,0.0542958656330749,cp,0.005
5,0.6326530612244898,0.6020558932792975,0.5608810511030634,0.5680236314963537,0.0882633587786259,-0.0324675324675324,0.0117988535419727,0.0882633587786259,0.2205882352941176,0.1195121951219511,cp,0.005
6,0.6190476190476191,0.5853697800959464,0.5738211104470815,0.5775443779198473,0.0380090497737556,0.125,0.0867138364779874,0.0380090497737556,0.172093023255814,-0.1071902392797915,cp,0.005
7,0.6666666666666666,0.6309429177076237,0.6060242949888416,0.6036506345657529,0.1398601398601398,-0.0129870129870129,0.0685064935064935,0.1398601398601398,-0.2441860465116279,-0.0932468694096601,cp,0.005
8,0.54421768707483,0.5069533475783475,0.5055233805233805,0.4920847126729479,-0.0138888888888888,-0.0104895104895104,-0.0271862446064573,-0.0138888888888888,0.1636363636363637,0.0709822685054883,cp,0.005
9,0.5986394557823129,0.5832104832104832,0.5731218467067524,0.5523809523809523,0.1232727272727272,0.2571428571428571,0.1563492063492063,0.1232727272727272,0.2571428571428571,0.1563492063492063,cp,0.005
10,0.5986394557823129,0.552251384086314,0.5475659606094389,0.5484720175551732,-0.0714285714285714,0.0666666666666667,-0.0333333333333333,-0.0714285714285714,0.1389830508474576,0.2526665593450314,cp,0.005
1,0.6013513513513513,0.5915204678362573,0.5506368028107159,0.5343040427413135,0.0584347826086956,0.1071428571428571,0.0642028718703976,0.0584347826086956,-0.25,-0.0965170278637771,cp,0.01
2,0.6081081081081081,0.6100155331937597,0.5650201792921176,0.5518865015458292,0.0386991869918699,-0.0307692307692307,-0.0026698387523129,0.0386991869918699,-0.1322751322751323,-0.0464517783857728,cp,0.01
3,0.5743243243243243,0.530540785379495,0.5253690753690754,0.5229939839870594,0.018359853121175,0.0248447204968944,-0.0025147466697917,0.018359853121175,0.0350877192982456,0.0286549707602339,cp,0.01
4,0.6122448979591837,0.6444904531861053,0.5840909090909091,0.5741980669561563,-0.0223577235772357,-0.0681003584229391,-0.0557893096462521,-0.0223577235772357,-0.0681003584229391,0.0667958656330749,cp,0.01
5,0.6394557823129252,0.6079317269076305,0.5682884585104708,0.5747449682933553,0.0882633587786259,-0.0324675324675324,0.0117988535419727,0.0882633587786259,0.2205882352941176,0.1073170731707317,cp,0.01
6,0.6258503401360545,0.5861471861471862,0.5773357238396084,0.58064949006978,0.0968325791855203,0.125,0.1200471698113207,0.0968325791855203,0.125,-0.1230632551528074,cp,0.01
7,0.673469387755102,0.6374092463864063,0.6155279975654291,0.615041591167064,0.1233312142403051,-0.0606060606060606,0.0396969696969697,0.1233312142403051,-0.0976744186046512,0.0396969696969697,cp,0.01
8,0.5714285714285714,0.5539993775287894,0.5328304494971162,0.5211643581032784,0.0481481481481481,0.0804195804195803,0.0342257476565987,0.0481481481481481,0.1181818181818182,0.0416760484097945,cp,0.01
9,0.5850340136054422,0.56343779677113,0.5574907273020481,0.5277855554294315,0.0403636363636363,0.1428571428571428,0.0658730158730158,0.0403636363636363,-0.1459627329192546,0.0658730158730158,cp,0.01
10,0.6054421768707483,0.5696798493408664,0.5603864734299517,0.5631798465131799,-0.0079365079365079,0.2666666666666666,0.0761904761904762,-0.0079365079365079,0.2666666666666666,0.1922866407561576,cp,0.01
1,0.5945945945945946,0.5739266680390677,0.5430610452349584,0.5277545288844251,0.0504347826086956,0.1071428571428571,0.0590482326951399,0.0504347826086956,-0.2249999999999999,-0.0840170278637771,cp,0.015
2,0.6081081081081081,0.590599085483996,0.5595735561984356,0.5354939798779482,0.0549593495934959,0.0461538461538461,0.0357916997092254,0.0549593495934959,-0.1322751322751323,-0.0697075923392613,cp,0.015
3,0.5675675675675675,0.5210452889274769,0.5203185703185703,0.5171935983002701,0.0028559771521827,0.0248447204968944,-0.0119487089339427,0.0028559771521827,0.0526315789473683,0.0443713450292397,cp,0.015
4,0.5918367346938775,0.6711670992136393,0.5541958041958042,0.521986001676524,-0.0071138211382113,-0.050179211469534,-0.0305243883434626,-0.0071138211382113,-0.1292517006802721,-0.046607832322118,cp,0.015
5,0.6054421768707483,0.5503463580554174,0.5287601252646127,0.5289610818780345,0.0882633587786259,0.0584415584415584,0.0480790870699127,0.0882633587786259,0.25,0.10840108401084,cp,0.015
6,0.6122448979591837,0.5687830687830687,0.5582259028429949,0.5618384796750276,0.0380090497737556,0.1666666666666666,0.1028301886792452,0.0380090497737556,0.2186046511627907,-0.1379886282871357,cp,0.015
7,0.6666666666666666,0.6273159952405235,0.6101516534794076,0.6095221833290645,0.1150667514303878,-0.0606060606060606,0.0346969696969697,0.1150667514303878,-0.0976744186046512,0.0346969696969697,cp,0.015
8,0.5714285714285714,0.5553349875930521,0.5387232470565805,0.5332815255153504,0.0148148148148148,0.0034965034965034,-0.0148740886772801,0.0148148148148148,0.1409090909090909,0.066197579510273,cp,0.015
9,0.5850340136054422,0.56343779677113,0.5574907273020481,0.5277855554294315,0.0403636363636363,0.1428571428571428,0.0658730158730158,0.0403636363636363,-0.1459627329192546,0.0658730158730158,cp,0.015
10,0.6054421768707483,0.5667441377095025,0.5603864734299517,0.5620774597320439,-0.0158730158730158,0.2666666666666666,0.0714285714285714,-0.0158730158730158,0.2666666666666666,0.1997493273233217,cp,0.015
1,0.5945945945945946,0.5739266680390677,0.5430610452349584,0.5277545288844251,0.0504347826086956,0.1071428571428571,0.0590482326951399,0.0504347826086956,-0.2249999999999999,-0.0840170278637771,cp,0.02
2,0.6013513513513513,0.5963479702934603,0.5557609200328583,0.5385955381718094,0.0468292682926829,0.0076923076923076,0.0165609304784562,0.0468292682926829,-0.1322751322751323,-0.0464517783857728,cp,0.02
3,0.5675675675675675,0.5229258308895406,0.5203185703185703,0.5174988753936122,0.0106079151366788,0.0248447204968944,-0.0072317278018672,0.0106079151366788,0.0526315789473683,0.0374269005847952,cp,0.02
4,0.6122448979591837,0.6434343434343434,0.5837412587412588,0.5739179156744642,-0.0223577235772357,-0.0681003584229391,-0.0557893096462521,-0.0223577235772357,-0.0884353741496598,-0.0557893096462521,cp,0.02
5,0.5850340136054422,0.5214181286549708,0.5122202977658811,0.5117278094033312,0.0653625954198473,0.0584415584415584,0.0343176191800044,0.0653625954198473,0.2794117647058823,0.1205962059620596,cp,0.02
6,0.6054421768707483,0.5598437202210786,0.5519365946668944,0.5548292902066487,0.0968325791855203,0.1666666666666666,0.1361635220125786,0.0968325791855203,0.1666666666666666,-0.1379886282871357,cp,0.02
7,0.673469387755102,0.6382822185639087,0.6214812842361535,0.6223989393469699,0.1068022886204704,-0.1082251082251082,0.0108874458874458,0.1068022886204704,-0.1209302325581395,-0.0252087060226594,cp,0.02
8,0.564625850340136,0.5434055223528907,0.5297142380475713,0.5217086834733894,0.0231481481481481,0.0419580419580419,0.004356680553489,0.0231481481481481,0.1409090909090909,0.066197579510273,cp,0.02
9,0.5850340136054422,0.56343779677113,0.5574907273020481,0.5277855554294315,0.0403636363636363,0.1428571428571428,0.0658730158730158,0.0403636363636363,-0.1459627329192546,0.0658730158730158,cp,0.02
10,0.6054421768707483,0.5667441377095025,0.5603864734299517,0.5620774597320439,-0.0158730158730158,0.2666666666666666,0.0714285714285714,-0.0158730158730158,0.2666666666666666,0.1997493273233217,cp,0.02
1,0.6013513513513513,0.5915204678362573,0.5506368028107159,0.5343040427413135,0.0584347826086956,0.1071428571428571,0.0642028718703976,0.0584347826086956,-0.25,-0.0965170278637771,cp,0.025
2,0.6216216216216216,0.6270902300314064,0.5797439194256938,0.5701424501424501,0.0305691056910569,-0.0692307692307692,-0.0219006079830821,0.0305691056910569,-0.1507936507936508,-0.0402017783857729,cp,0.025
