fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.7567567567567568,0.8399749960931394,0.7838509316770187,0.7703045295492187,-0.061565217391304355,-0.39285714285714285,-0.20158321060382917
2,0.7635135135135135,0.8370031851544107,0.7707953855494839,0.7678206903626199,0.19739837398373983,0.24615384615384617,0.10761300555114989
3,0.7837837837837838,0.8596289921591126,0.7777777777777777,0.7848946986201888,0.07874337005303955,-0.12422360248447206,-0.0668287823743115
4,0.8299319727891157,0.861904761904762,0.8147435897435898,0.8228820824565505,0.0548780487804878,-0.010752688172043001,-0.021680691912108457
5,0.7619047619047619,0.8389962247390628,0.7639741772949141,0.7596950467124978,0.06536259541984733,-0.2532467532467532,-0.13121053258667936
6,0.7551020408163265,0.8189542483660132,0.7760180995475113,0.7616990247014858,-0.05158371040723983,0.25,0.10613207547169812
7,0.8571428571428571,0.8677655677655678,0.8366935483870969,0.8410213915993294,0.2056579783852511,0.06060606060606066,0.048636363636363665
8,0.7687074829931972,0.8413943355119825,0.7578828828828829,0.7654030621656521,0.09259259259259259,-0.0174825174825175,-0.024698705549769388
9,0.7755102040816326,0.8071177944862155,0.7529200359389039,0.7460991678224688,0.04581818181818181,0.17142857142857137,0.06904761904761902
10,0.7210884353741497,0.7748837209302325,0.738015607580825,0.7150732756870865,0.1349206349206349,0.38095238095238093,0.19315476190476188
