fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds
1,0.5085034013605442,0.5286465310761986,0.5591855143021451,0.500050389132232,0.06015037593984962,0.18410198725159355,0.0963402093120713
2,0.5204081632653061,0.5669257422595206,0.5708079571918857,0.5075559967199984,-0.07289097670777067,0.020803270803270824,-0.014040826685786545
3,0.5221088435374149,0.5749679897567221,0.5809942878533698,0.5140582618743538,-0.005334257938042597,0.07343550446998715,0.02985212797910025
4,0.4608843537414966,0.5057719381992052,0.5360618820177644,0.4570869514941103,-0.007107898702441773,0.24078808843435107,0.07508528144265933
5,0.5425170068027211,0.5530511360071536,0.5668686372406567,0.536497679055331,-0.044705421804658474,0.16482758620689653,0.03236866674965766
6,0.5195911413969335,0.5421257303857034,0.5602892997945471,0.5088759981370173,-0.0446343779677113,-0.012675018422991902,-0.02214911560342195
7,0.5332197614991482,0.5614449976292081,0.6005709916245033,0.5338709401755547,0.0008100810081008158,0.20981362842166573,0.08341217473216983
8,0.524701873935264,0.5458390206136392,0.5653190948385456,0.5154570200982467,-0.029750317393144265,0.10764212488350411,0.04927025956246081
9,0.5417376490630323,0.6011521517257842,0.5985515168833248,0.5343097849469419,-0.04871112356402352,0.08642951251646902,0.027855851276537863
10,0.4752981260647359,0.4922317359725312,0.5212112354756397,0.4646192035816967,0.009078547432410822,0.20432546884452507,0.06863429054127099
