fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint
1,0.6931216931216931,0.6142116142116142,0.6072794519396462,0.6098228069229823,-0.02413793103448275,0.01025641025641022,-0.05413105413105415,-0.02413793103448275,-0.35714285714285715,-0.18766233766233767,rf
2,0.671957671957672,0.5930014430014431,0.5891569697368132,0.5908100842926466,0.315028901734104,0.4864864864864865,0.3318127619598208,0.315028901734104,0.4864864864864865,0.3318127619598208,rf
3,0.6878306878306878,0.6261726490782694,0.6066495912477144,0.6149944008846302,0.09845201238390092,0.4545454545454546,0.19077637690776378,0.09845201238390092,0.4545454545454546,-0.25873344232758333,rf
4,0.6825396825396826,0.6074766355140188,0.6006017791732078,0.6026414468226315,0.03064431639601886,0.04838709677419356,-0.005436081242532843,0.03064431639601886,0.11494252873563215,0.08120544158300595,rf
5,0.6984126984126984,0.6454545454545455,0.6341588050314465,0.631120497625352,0.3319713993871297,0.22857142857142865,0.21801531801531804,0.3319713993871297,-0.4117647058823529,-0.26100046317739695,rf
6,0.6648936170212766,0.6356790346363336,0.6132478632478633,0.6150828460038986,0.14015151515151514,-0.060317460317460325,0.02403974312371259,0.14015151515151514,-0.46938775510204084,-0.19838591604620853,rf
7,0.7180851063829787,0.6062770562770563,0.6114914914914915,0.6022154316271964,0.1615553121577218,-0.17142857142857143,-0.00032615786040443573,0.1615553121577218,-0.4,-0.16961594555177445,rf
8,0.675531914893617,0.6032264930570016,0.5761904761904763,0.5818856692840432,0.14970930232558138,0.31954887218045114,0.1112669734036584,0.14970930232558138,-0.35555555555555557,-0.22526793525809274,rf
9,0.6382978723404256,0.5683694023881204,0.5699248120300752,0.5670942093245426,0.15988372093023256,0.25,0.1828358208955224,0.15988372093023256,-0.3469387755102041,-0.27103036336485814,rf
10,0.675531914893617,0.5824622531939605,0.5803030303030303,0.5809638205821183,0.19190751445086707,0.1384615384615384,0.1520665901262916,0.19190751445086707,-0.4,-0.24477101845522897,rf
