fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.9931473323543808,0.9932324245932148,0.9933543831072992,0.993292157981495,0.13893905994453531,-0.007259528130671544,-0.0033407338017912708,0.13893905994453531,0.011268020005884116,-0.0033407338017912708
2,0.9877630934899657,0.9877093121226382,0.9882361163490817,0.9879577936912748,0.14855888528345104,0.0004923825522794578,0.00019706337561263402,0.14855888528345104,-0.006147540983606592,-0.0038878829878994975
3,0.9892315222711698,0.9896619705830232,0.9894093821541731,0.9895298647678109,0.16365491057466416,-0.00836120401337792,-0.0025439129503882175,0.16365491057466416,0.03513071895424835,0.01875113022811232
4,0.9926578560939795,0.9920718077661319,0.9932918188503234,0.9926709941794226,0.12848739349980043,-0.003629764065335772,-0.0005150553428931893,0.12848739349980043,0.010194624652456019,-0.008714404027809177
5,0.9955947136563876,0.9953674383570776,0.9958019117307965,0.9955817213277142,0.08568769428364012,-0.0036496350364964014,0.0002848871231020101,0.08568769428364012,0.01315550716748315,0.0073894418954298866
6,0.9955947136563876,0.9954194837864598,0.9955305054476312,0.9954745044197169,0.15499270182267302,-0.006768189509306244,-0.002072905943464311,0.15499270182267302,-0.006768189509306244,-0.002072905943464311
7,0.9926578560939795,0.9922481833610659,0.9934069826131919,0.9928103451474501,0.14470683256091232,0.010271356215160843,0.00435252842193561,0.14470683256091232,0.02014479890008536,0.007230646248308677
8,0.9911851126346719,0.9916378723199029,0.9906894619873211,0.9911543800017659,0.14291420368933944,0.004930050074854142,0.004681337094164659,0.14291420368933944,-0.006269592476489061,-0.006413782804139174
9,0.9916748285994124,0.991692873917497,0.9915181292212029,0.9916029463332766,0.11864887178025216,-0.01598579040852577,-0.009700489935113429,0.11864887178025216,0.03658536585365857,0.01992934413795858
10,0.9941234084231146,0.9936965436198663,0.9942836284250064,0.9939819203939413,0.11706855667300003,0.023191681735985514,0.015141940158772899,0.11706855667300003,0.023191681735985514,0.015141940158772899
