fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.45,0.36798872180451137,0.382055063412822,0.3714477262072199,0.4712691194708557,0.3737373737373738,0.3441854948704264,0.4712691194708557,0.3737373737373738,0.3441854948704264
2,0.45,0.447685038538697,0.4179831932773109,0.3915485092845067,0.303256376650872,0.040909090909090895,0.11551627384960719,0.303256376650872,0.15686274509803919,0.11551627384960719
3,0.455,0.4029262290697052,0.45881180223285484,0.4004726385585851,0.350673194614443,0.18333333333333335,0.1816262353998203,0.350673194614443,0.2222222222222222,0.1816262353998203
4,0.52,0.4886089382315797,0.4796040948036052,0.4656122477038992,0.2992693424081674,-0.08970099667774079,0.032927279438907386,0.2992693424081674,0.3753501400560224,-0.20571191902273844
5,0.4472361809045226,0.3897573015220074,0.41878787878787876,0.3944378571616263,0.26788247213779126,0.21794871794871795,0.17147435897435898,0.26788247213779126,-0.43581081081081086,-0.2313798130740616
6,0.4472361809045226,0.38813866334639985,0.41334175912411064,0.39131144146755564,0.362246963562753,0.2804878048780488,0.2370180959874115,0.362246963562753,0.2804878048780488,0.2370180959874115
7,0.47738693467336685,0.4760965121834687,0.4795830485304169,0.4536570126039153,0.287979797979798,-0.006349206349206327,0.09383394383394386,0.287979797979798,-0.16666666666666669,-0.11398314127187367
8,0.4321608040201005,0.4591522468142187,0.40111334013773037,0.37463674690602466,0.3280808080808081,0.17272727272727273,0.17404421421275357,0.3280808080808081,0.17272727272727273,0.17404421421275357
9,0.49246231155778897,0.46237911805708415,0.471676553223519,0.4567960538593404,0.35474747474747476,0.7948717948717948,0.468913560666138,0.35474747474747476,0.7948717948717948,0.468913560666138
10,0.3969849246231156,0.3499039316847536,0.4046638477801269,0.35771074797651214,0.4083838383838383,0.5232974910394266,0.3906342527660901,0.4083838383838383,0.5232974910394266,0.3906342527660901
