fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.4528,0.22597517730496453,0.2599667774086379,0.20074967686342093,0.1295116772823779,0.11214953271028039,0.12805920215280558,0.1295116772823779,-0.18243243243243243,-0.14229980754748556
2,0.4736,0.1788893188854489,0.2485146804835924,0.17031676106565974,0.028045455772397254,0.03463203463203468,0.02878173835620651,0.028045455772397254,0.03463203463203468,0.02878173835620651
3,0.4624,0.21875202698320034,0.26022087668429134,0.19824700513148588,0.10858364539346133,0.08636363636363631,0.10827511289085795,0.10858364539346133,-0.16793893129770993,-0.12517928268269862
4,0.4544,0.336053952032408,0.2735398755437384,0.2164175056413817,0.13562968212188709,0.08055201380034493,0.12968885093686972,0.13562968212188709,-0.23664795509222133,-0.16437660912505803
5,0.4656,0.35775099176075675,0.265949531408308,0.20833451083088414,0.12320328542094461,0.08260869565217388,0.12107088479106748,0.12320328542094461,-0.16666666666666666,-0.13102564102564102
6,0.4528,0.23362196566015392,0.2672718886279772,0.20406389174374787,0.10891128709703224,0.05787599158167389,0.10532261117545233,0.10891128709703224,-0.19863013698630136,-0.13369275705064998
7,0.4823717948717949,0.23185831180017225,0.27041666666666664,0.2319359562006621,0.2148095833106971,0.21100917431192656,0.21331443435460506,0.2148095833106971,-0.27118214104515476,-0.23090357052257737
8,0.4599358974358974,0.22735886694594054,0.2584429824561404,0.20258096286426047,0.13495819637474593,0.09673959673959664,0.13204326775755343,0.13495819637474593,-0.17834394904458598,-0.14562358742551879
9,0.4342948717948718,0.20461051472612168,0.25297655311667744,0.20795009230171324,0.2137600356824264,0.22666666666666668,0.2153016337898757,0.2137600356824264,-0.2577562949640288,-0.2279772465811135
10,0.42788461538461536,0.36786711891460494,0.2541002603967416,0.20510731644777278,0.1697083556986938,0.179372197309417,0.17139144370081666,0.1697083556986938,-0.20261437908496732,-0.17271860095389507
