fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.7168,0.8100707328385899,0.5471236820839025,0.5789507943273222,-0.09248076764000329,-0.022939677145284554,-0.07324026658820648,-0.09248076764000329,-0.13333333333333333,-0.07324026658820648
2,0.728,0.8209055126961866,0.5637258546130774,0.6075288059738397,-0.02823440494506979,0.005081874647091977,0.002422734013853317,-0.02823440494506979,-0.05165831543784294,-0.033489258584845916
3,0.7056,0.7947293007760192,0.5497734537368684,0.5860160997918613,-0.12103949220513632,-0.033333333333333326,-0.07994944761580189,-0.12103949220513632,-0.2,0.10699807258706948
4,0.7088,0.7201293257093149,0.5786719718395237,0.6192927505427506,-0.13288368090706615,-0.12765319132978326,-0.10738622869241454,-0.13288368090706615,-0.3125,-0.1516243875902762
5,0.7072,0.7929872713243957,0.5465669326241135,0.5773290552887005,-0.15985179894652263,-0.09096989966555191,-0.11011710981829761,-0.15985179894652263,-0.16666666666666666,-0.11011710981829761
6,0.7344,0.8159796192204818,0.5789347894413673,0.6090649262924595,-0.049222728848358877,-0.05828071879553187,-0.007294205551612087,-0.049222728848358877,-0.25,-0.125
7,0.6955128205128205,0.5455440771349862,0.4973381877022654,0.5087513301686886,-0.06706687673167822,-0.0619825464309689,-0.09041402363993264,-0.06706687673167822,-0.1817528735632184,0.12762392430628733
8,0.7275641025641025,0.7554890066074277,0.582650399673426,0.6219488760880016,-0.013093468268797981,-0.05791505791505791,0.012314724624755025,-0.013093468268797981,-0.2,-0.1011061946902655
9,0.6826923076923077,0.7850067448463716,0.5447719223516974,0.5904423069482541,-0.11016949152542377,-0.17203065134099615,-0.08758738183381964,-0.11016949152542377,-0.2857142857142857,-0.14285714285714285
10,0.6875,0.7072863787882089,0.536264718591533,0.5563326969508229,-0.06906423331544098,-0.07271608194847445,-0.03699175453570744,-0.06906423331544098,-0.1,-0.05107296137339056
