fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.7037037037037037,0.6248029494024917,0.6061551716891523,0.6124617737003059,0.010344827586206917,0.1384615384615384,0.013675213675213654,0.010344827586206917,-0.42857142857142855,-0.21580086580086577
2,0.6613756613756614,0.5787906424021335,0.5824805148321025,0.580366016412528,0.15534682080924855,-0.021621621621621623,0.07040576672929613,0.15534682080924855,-0.34210526315789475,-0.155668016194332
3,0.7301587301587301,0.6770140428677015,0.6427119694153558,0.655034941172821,0.03993808049535602,-0.06666666666666665,-0.023166492874522066,0.03993808049535602,0.13414634146341464,-0.08707368082368086
4,0.656084656084656,0.5834518729255572,0.5715593929879644,0.5717511588828104,0.018596123624934513,-0.1088709677419355,-0.05443548387096775,0.018596123624934513,0.12643678160919536,-0.05443548387096775
5,0.7301587301587301,0.6752293577981652,0.6593553459119498,0.6623961884780138,0.2579162410623085,0.2857142857142858,0.1667499167499168,0.2579162410623085,0.2857142857142858,0.1667499167499168
6,0.6648936170212766,0.6532613045218087,0.6181318681318682,0.6233652158128327,0.07386363636363635,-0.060317460317460325,-0.0645098751968981,0.07386363636363635,0.1972789115646258,0.12313639366507755
7,0.7074468085106383,0.5879612644318527,0.6018218218218219,0.5895242628901253,0.15553121577217963,0.021428571428571352,0.05591976516634048,0.15553121577217963,-0.15555555555555556,-0.07916349327240418
8,0.6914893617021277,0.621612081789073,0.6024187452758881,0.6076994018015608,0.06395348837209303,-0.018796992481203034,-0.00981308993877731,0.06395348837209303,-0.4444444444444444,-0.19146434820647418
9,0.648936170212766,0.5958333333333333,0.6023342670401494,0.5976851851851852,-0.005813953488372103,-0.10526315789473684,-0.047656454569258974,-0.005813953488372103,0.11176470588235299,-0.047656454569258974
10,0.6648936170212766,0.6091707043044731,0.6033333333333334,0.6056530534142475,0.05857418111753371,0.06153846153846154,0.02479908151549943,0.05857418111753371,0.2021276595744681,0.036366220785827574
