fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,1.0,1.0,1.0,1.0,0.08034782608695654,0.0,0.0,0.08034782608695654,0.0,0.0
2,0.9864864864864865,0.9894179894179894,0.9814814814814815,0.985099846390169,0.20487804878048782,0.07692307692307687,0.038461538461538436,0.20487804878048782,0.07692307692307687,0.038461538461538436
3,1.0,1.0,1.0,1.0,0.19012647898816806,0.0,0.0,0.19012647898816806,0.0,0.0
4,0.9863945578231292,0.9876500857632933,0.9856060606060607,0.9865453814820904,0.13109756097560976,0.032258064516129004,0.016129032258064502,0.13109756097560976,0.032258064516129004,0.016129032258064502
5,1.0,1.0,1.0,1.0,0.2695610687022901,0.0,0.0,0.2695610687022901,0.0,0.0
6,0.9931972789115646,0.9938271604938271,0.9950980392156863,0.994415599400023,-0.06696832579185522,0.0,0.0,-0.06696832579185522,0.015873015873015928,0.007936507936507964
7,0.9931972789115646,0.9938271604938271,0.9946236559139785,0.9941747081022211,0.2495232040686586,0.0,0.0,0.2495232040686586,0.01754385964912286,0.00877192982456143
8,0.9931972789115646,0.9912280701754387,0.9938271604938271,0.9924402907580477,0.18240740740740738,0.0,-0.005319148936170213,0.18240740740740738,0.022727272727272707,0.011363636363636354
9,1.0,1.0,1.0,1.0,0.03818181818181815,0.0,0.0,0.03818181818181815,0.0,0.0
10,0.9863945578231292,0.9824175824175825,0.9807692307692308,0.9815451596900225,0.07142857142857142,0.04761904761904767,0.019047619047619074,0.07142857142857142,0.04761904761904767,0.019047619047619074
