fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds
1,0.592,0.501013299302529,0.4388973494389651,0.45469291084636226,-0.12919458460859734,0.005380911922968079,-0.10818237743080458,-0.12919458460859734,0.18333333333333335,-0.10818237743080458
2,0.6032,0.5232765018904916,0.42365159084584497,0.4386915805283152,-0.09446108996679892,-0.02710333145115762,-0.07312613381068517,-0.09446108996679892,0.13324175824175824,-0.07312613381068517
3,0.6096,0.527282647907648,0.4559927764196057,0.47364112999321717,-0.12284545720128542,-0.10757575757575755,-0.1016706426968845,-0.12284545720128542,0.11666666666666665,-0.1016706426968845
4,0.5664,0.5177805906887,0.42755841856517857,0.44576722564128923,-0.026472970236889992,0.007875196879921997,-0.00953029146829587,-0.026472970236889992,-0.20337078651685395,-0.11012556419859791
5,0.5632,0.4320791591659918,0.38977013677811556,0.3959767503454745,-0.10792191173407134,0.0010033444816053283,-0.07218405755740565,-0.10792191173407134,0.15651135005973715,0.10368077624444347
6,0.6128,0.5517344012049608,0.4397953292907569,0.45543952359454376,-0.04363650907927363,-0.07398413469321674,-0.0237997596543007,-0.04363650907927363,-0.13729977116704806,-0.08536901551020112
7,0.5993589743589743,0.5131906284477864,0.4175115580212667,0.42936066144266016,-0.03756722985820615,-0.014432759006489215,-0.051783442321580775,-0.03756722985820615,0.13800101471334347,0.10481781504897943
8,0.6041666666666666,0.5730334280705482,0.462094037176274,0.4903438131699667,-0.0006819514723332976,0.02080652080652079,0.019956017676382415,-0.0006819514723332976,-0.13333333333333333,-0.07295553280873181
9,0.6073717948717948,0.5693675889328063,0.4551487637951809,0.4784098125245472,-0.0963425512934879,-0.0058237547892721064,-0.05913980400330174,-0.0963425512934879,-0.21428571428571427,-0.10252354216795888
10,0.5753205128205128,0.4492029481123674,0.41070460782363416,0.4163544085932316,-0.04598318124888168,-0.00993581289017853,-0.02037370164634794,-0.04598318124888168,0.06069094304388423,0.04175688293335353
