fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint
1,0.6798825256975036,0.6530715016004136,0.6607626446457179,0.6546269543271109,-0.019496195690819895,0.00581377464702082,-0.02943096829549341,-0.019496195690819895,0.37187408061194466,0.21634416498790618,dp
2,0.6789035731767009,0.6522459226592582,0.6619661857145811,0.654291987372592,-0.0004008398549341652,-0.06325667612813535,-0.04574389322519133,-0.0004008398549341652,0.30722412527526305,0.18963312950401096,dp
3,0.671071953010279,0.6450870424016204,0.6607983397274175,0.6488619745204911,-0.018543301645949833,-0.10148771767962173,-0.07187790401378989,-0.018543301645949833,0.23965141612200436,0.1459942763348336,dp
4,0.6857562408223201,0.65822326726858,0.6750592393688127,0.6621773727050236,0.03928577625848098,0.028378155419897688,0.01736218404086942,0.03928577625848098,0.1322704081632653,0.10288988252325351,dp
5,0.6950562897699462,0.6670249984386992,0.6816667588290205,0.6693880855251599,0.02575247100869274,-0.0049675587996755866,0.0020547448706298987,0.02575247100869274,-0.018461852305181603,0.014508174942429342,dp
6,0.6774351443954968,0.6518477604814586,0.6668199223578596,0.6551110947683675,0.028577042553987797,0.038293703802653845,0.011622752494757402,0.028577042553987797,0.16963276836158192,0.11744638699028194,dp
7,0.6700930004894763,0.6436222127979977,0.6639456458113001,0.6462782119745143,-0.000273071671698627,0.062448713958292046,0.005502727443632283,-0.000273071671698627,0.13134920634920644,0.10279904199122575,dp
8,0.6762977473065622,0.6530117822728047,0.6677250891831051,0.655568414932887,0.019324007453571213,-0.04093748386763718,-0.022012517918166843,0.019324007453571213,0.20185528756957327,0.12798886827458256,dp
9,0.678256611165524,0.6505411710952406,0.672785773597193,0.6532598230045069,0.00976697355649997,-0.05896980461811724,-0.030826583883298342,0.00976697355649997,0.14280780062702592,0.09738663031134248,dp
10,0.6718903036238981,0.6436116793928427,0.6558704675755281,0.6452894968252122,0.0014929775674352996,0.024163652802893287,-0.0037857059677515043,0.0014929775674352996,0.1918385451319583,0.1283345268032673,dp
