fold,accuracy,precision,recall,f1_score,statistical_parity,equal_opportunity,average_odds,wc_statistical_parity,wc_equal_opportunity,wc_average_odds,constraint
1,0.48639455782312924,0.5109377726643697,0.4158853858940121,0.3923082823014601,0.08242829295460874,-0.027121609798775148,0.05655474131909982,0.08242829295460874,0.11224489795918367,-0.12417423638915615,dp
2,0.49489795918367346,0.33259984710427903,0.4158854166666666,0.35630213788785103,-0.035153650420825966,-0.09343434343434343,-0.028251516052586523,-0.035153650420825966,-0.09343434343434343,0.04482334624842982,dp
3,0.477891156462585,0.4584737162087767,0.41832712514807985,0.3797584233503979,0.08568151812980915,-0.04757343550447002,0.05320351956818724,0.08568151812980915,-0.125,-0.13037878787878787,dp
4,0.5255102040816326,0.46872656166291654,0.4221122423328305,0.3846761306177109,0.060050408737514493,0.10001503985561744,0.08131867452663455,0.060050408737514493,0.10001503985561744,0.08131867452663455,dp
5,0.46258503401360546,0.5191040715814444,0.40997118627586454,0.3726705437583763,-0.0352710902329223,0.009885057471264391,-0.011889601228266725,-0.0352710902329223,0.1257193807246495,0.056822612085769976,dp
6,0.4735945485519591,0.3116034742809591,0.4068600620324758,0.3415813706979363,-0.048121014787681465,-0.2467207074428887,-0.09714785021709897,-0.048121014787681465,-0.2467207074428887,-0.09714785021709897,dp
7,0.48722316865417375,0.4484810551022689,0.4117081357884034,0.3857943284017999,-0.02851999485662854,-0.0988642981945253,-0.03616223108170662,-0.02851999485662854,-0.0988642981945253,0.06885262939097901,dp
8,0.4906303236797274,0.4794463065037939,0.4274266309163334,0.3968467356270824,0.026999576809140946,-0.024697110904007447,0.047850087958849,0.026999576809140946,0.09615384615384616,-0.09141141385998452,dp
9,0.4735945485519591,0.47625770160981434,0.39719962428693495,0.3675003590277528,-0.07482488091902498,-0.1728590250329381,-0.080301866487502,-0.07482488091902498,-0.1728590250329381,-0.080301866487502,dp
10,0.44122657580919933,0.4100289495450786,0.37754119160048677,0.3370051823325251,-0.04192662507332162,-0.15441621294615848,-0.07305413997454932,-0.04192662507332162,-0.15441621294615848,-0.07305413997454932,dp
